fov,sep,width,vel,dps,foot
3.4,829.0,671.539,130.0,36.0,48.0275
3.4,831.0,661.578,130.0,36.0,48.1386
3.4,833.0,651.439,135.0,36.0,48.2093
3.4,835.0,641.116,135.0,36.0,48.3222
3.4,837.0,630.598,140.0,36.0,48.3959
3.4,839.0,619.875,140.0,36.0,48.5106
3.4,841.0,608.938,140.0,36.0,48.626
3.4,843.0,597.774,140.0,36.0,48.7421
3.4,845.0,586.37,140.0,36.0,48.859
3.4,847.0,574.711,140.0,36.0,48.9766
3.4,849.0,562.783,140.0,36.0,49.0949
3.4,851.0,550.568,140.0,36.0,49.2141
3.4,853.0,538.046,140.0,36.0,49.3341
3.4,855.0,525.194,140.0,36.0,49.455
3.4,857.0,511.989,140.0,36.0,49.5768
3.4,859.0,498.403,140.0,36.0,49.6996
3.4,861.0,484.402,140.0,36.0,49.8234
3.4,863.0,469.95,140.0,36.0,49.9484
3.4,865.0,455.005,140.0,36.0,50.0745
3.4,867.0,439.515,140.0,36.0,50.2019
3.4,869.0,423.421,140.0,36.0,50.3307
3.4,871.0,406.651,140.0,36.0,50.4611
3.4,873.0,389.119,140.0,36.0,50.5931
3.4,875.0,370.714,140.0,36.0,50.727
3.4,877.0,351.302,140.0,36.0,50.863
3.4,879.0,330.704,140.0,36.0,51.0015
3.4,881.0,308.683,140.0,36.0,51.1429
3.4,883.0,284.909,140.0,36.0,51.2877
3.4,885.0,258.9,140.0,36.0,51.437
3.4,887.0,229.898,140.0,36.0,51.5919
3.4,889.0,196.584,140.0,36.0,51.755
3.4,891.0,156.222,140.0,36.0,51.9312
3.4,893.0,100.664,140.0,36.0,52.1352
3.6,716.0,787.119,100.0,38.0,45.6773
3.6,718.0,779.797,100.0,38.0,45.7727
3.6,720.0,772.386,100.0,38.0,45.8685
3.6,722.0,764.882,100.0,38.0,45.9647
3.6,724.0,757.282,105.0,38.0,46.0152
3.6,726.0,749.584,105.0,38.0,46.1126
3.6,728.0,741.784,105.0,38.0,46.2105
3.6,730.0,733.88,110.0,38.0,46.2637
3.6,732.0,725.868,110.0,38.0,46.3628
3.6,734.0,717.744,110.0,38.0,46.4623
3.6,736.0,709.504,115.0,38.0,46.5185
3.6,738.0,701.145,115.0,38.0,46.6194
3.6,740.0,692.662,115.0,38.0,46.7207
3.6,742.0,684.05,120.0,38.0,46.7801
3.6,744.0,675.304,120.0,38.0,46.8829
3.6,746.0,666.42,120.0,38.0,46.9861
3.6,748.0,657.392,125.0,38.0,47.0489
3.6,750.0,648.213,125.0,38.0,47.1537
3.6,752.0,638.877,130.0,38.0,47.219
3.6,754.0,629.377,130.0,38.0,47.3255
3.6,756.0,619.706,135.0,38.0,47.3935
3.6,758.0,609.856,135.0,38.0,47.5017
3.6,760.0,599.817,140.0,38.0,47.5727
3.6,762.0,589.58,140.0,38.0,47.6827
3.6,764.0,579.134,140.0,38.0,47.7935
3.6,766.0,568.468,140.0,38.0,47.9049
3.6,768.0,557.57,140.0,38.0,48.0171
3.6,770.0,546.425,140.0,38.0,48.13
3.6,772.0,535.018,140.0,38.0,48.2437
3.6,774.0,523.332,140.0,38.0,48.3582
3.6,776.0,511.347,140.0,38.0,48.4736
3.6,778.0,499.043,140.0,38.0,48.5898
3.6,780.0,486.395,140.0,38.0,48.707
3.6,782.0,473.375,140.0,38.0,48.8252
3.6,784.0,459.952,140.0,38.0,48.9444
3.6,786.0,446.09,140.0,38.0,49.0647
3.6,788.0,431.745,140.0,38.0,49.1862
3.6,790.0,416.869,140.0,38.0,49.3089
3.6,792.0,401.403,140.0,38.0,49.4331
3.6,794.0,385.274,140.0,38.0,49.5588
3.6,796.0,368.397,140.0,38.0,49.6862
3.6,798.0,350.662,140.0,38.0,49.8154
3.6,800.0,331.934,140.0,38.0,49.9468
3.6,802.0,312.032,140.0,38.0,50.0806
3.6,804.0,290.716,140.0,38.0,50.2174
3.6,806.0,267.649,140.0,38.0,50.3576
3.6,808.0,242.33,140.0,38.0,50.5023
3.6,810.0,213.963,140.0,38.0,50.6528
3.6,812.0,181.119,140.0,38.0,50.8119
3.6,814.0,140.698,140.0,38.0,50.985
3.6,816.0,82.195,140.0,38.0,51.1913
3.8,643.0,743.245,100.0,40.0,45.0977
3.8,645.0,736.28,100.0,40.0,45.188
3.8,647.0,729.227,100.0,40.0,45.2786
3.8,649.0,722.083,100.0,40.0,45.3697
3.8,651.0,714.846,105.0,40.0,45.4178
3.8,653.0,707.511,105.0,40.0,45.5101
3.8,655.0,700.077,105.0,40.0,45.6028
3.8,657.0,692.541,105.0,40.0,45.696
3.8,659.0,684.897,110.0,40.0,45.7476
3.8,661.0,677.144,110.0,40.0,45.842
3.8,663.0,669.278,110.0,40.0,45.9369
3.8,665.0,661.293,115.0,40.0,45.9915
3.8,667.0,653.186,115.0,40.0,46.0877
3.8,669.0,644.953,115.0,40.0,46.1845
3.8,671.0,636.588,120.0,40.0,46.2422
3.8,673.0,628.086,120.0,40.0,46.3404
3.8,675.0,619.442,125.0,40.0,46.4005
3.8,677.0,610.649,125.0,40.0,46.5002
3.8,679.0,601.701,130.0,40.0,46.5628
3.8,681.0,592.591,130.0,40.0,46.6642
3.8,683.0,583.312,135.0,40.0,46.7295
3.8,685.0,573.854,135.0,40.0,46.8326
3.8,687.0,564.21,140.0,40.0,46.9007
3.8,689.0,554.368,140.0,40.0,47.0057
3.8,691.0,544.32,140.0,40.0,47.1115
3.8,693.0,534.053,140.0,40.0,47.2179
3.8,695.0,523.554,140.0,40.0,47.3251
3.8,697.0,512.808,140.0,40.0,47.433
3.8,699.0,501.801,140.0,40.0,47.5417
3.8,701.0,490.514,140.0,40.0,47.6513
3.8,703.0,478.928,140.0,40.0,47.7618
3.8,705.0,467.021,140.0,40.0,47.8731
3.8,707.0,454.766,140.0,40.0,47.9854
3.8,709.0,442.136,140.0,40.0,48.0987
3.8,711.0,429.097,140.0,40.0,48.2131
3.8,713.0,415.611,140.0,40.0,48.3287
3.8,715.0,401.632,140.0,40.0,48.4454
3.8,717.0,387.108,140.0,40.0,48.5635
3.8,719.0,371.974,140.0,40.0,48.6831
3.8,721.0,356.152,140.0,40.0,48.8042
3.8,723.0,339.547,140.0,40.0,48.9271
3.8,725.0,322.038,140.0,40.0,49.052
3.8,727.0,303.467,140.0,40.0,49.1792
3.8,729.0,283.627,140.0,40.0,49.309
3.8,731.0,262.23,140.0,40.0,49.442
3.8,733.0,238.856,140.0,40.0,49.579
3.8,735.0,212.858,140.0,40.0,49.7211
3.8,737.0,183.119,140.0,40.0,49.8705
3.8,739.0,147.392,140.0,40.0,50.031
3.8,741.0,99.42,140.0,40.0,50.2143
4.0,573.0,695.239,100.0,42.0,44.6656
4.0,575.0,688.602,100.0,42.0,44.7501
4.0,577.0,681.878,100.0,42.0,44.8351
4.0,579.0,675.062,100.0,42.0,44.9205
4.0,581.0,668.153,105.0,42.0,44.9659
4.0,583.0,661.148,105.0,42.0,45.0525
4.0,585.0,654.044,105.0,42.0,45.1396
4.0,587.0,646.836,105.0,42.0,45.2271
4.0,589.0,639.523,110.0,42.0,45.276
4.0,591.0,632.099,110.0,42.0,45.3648
4.0,593.0,624.561,110.0,42.0,45.4541
4.0,595.0,616.906,115.0,42.0,45.5058
4.0,597.0,609.128,115.0,42.0,45.5965
4.0,599.0,601.223,115.0,42.0,45.6877
4.0,601.0,593.186,120.0,42.0,45.7425
4.0,603.0,585.01,120.0,42.0,45.8352
4.0,605.0,576.691,125.0,42.0,45.8924
4.0,607.0,568.223,125.0,42.0,45.9866
4.0,609.0,559.597,130.0,42.0,46.0463
4.0,611.0,550.808,130.0,42.0,46.1421
4.0,613.0,541.846,135.0,42.0,46.2045
4.0,615.0,532.704,135.0,42.0,46.3021
4.0,617.0,523.371,140.0,42.0,46.3673
4.0,619.0,513.838,140.0,42.0,46.4668
4.0,621.0,504.092,140.0,42.0,46.5671
4.0,623.0,494.123,140.0,42.0,46.6681
4.0,625.0,483.914,140.0,42.0,46.7699
4.0,627.0,473.452,140.0,42.0,46.8726
4.0,629.0,462.719,140.0,42.0,46.976
4.0,631.0,451.696,140.0,42.0,47.0803
4.0,633.0,440.36,140.0,42.0,47.1856
4.0,635.0,428.688,140.0,42.0,47.2917
4.0,637.0,416.65,140.0,42.0,47.399
4.0,639.0,404.214,140.0,42.0,47.5072
4.0,641.0,391.343,140.0,42.0,47.6167
4.0,643.0,377.991,140.0,42.0,47.7273
4.0,645.0,364.106,140.0,42.0,47.8393
4.0,647.0,349.624,140.0,42.0,47.9527
4.0,649.0,334.468,140.0,42.0,48.0677
4.0,651.0,318.542,140.0,42.0,48.1845
4.0,653.0,301.723,140.0,42.0,48.3033
4.0,655.0,283.854,140.0,42.0,48.4244
4.0,657.0,264.721,140.0,42.0,48.5481
4.0,659.0,244.027,140.0,42.0,48.6751
4.0,661.0,221.335,140.0,42.0,48.8061
4.0,663.0,195.952,140.0,42.0,48.9424
4.0,665.0,166.653,140.0,42.0,49.0862
4.0,667.0,130.832,140.0,42.0,49.2423
4.0,669.0,80.181,140.0,42.0,49.426
4.2,507.0,635.153,100.0,44.0,44.4513
4.2,509.0,628.722,100.0,44.0,44.53
4.2,511.0,622.199,100.0,44.0,44.6091
4.2,513.0,615.58,105.0,44.0,44.6515
4.2,515.0,608.864,105.0,44.0,44.7318
4.2,517.0,602.046,105.0,44.0,44.8126
4.2,519.0,595.123,105.0,44.0,44.8939
4.2,521.0,588.091,110.0,44.0,44.9397
4.2,523.0,580.947,110.0,44.0,45.0223
4.2,525.0,573.686,110.0,44.0,45.1054
4.2,527.0,566.303,115.0,44.0,45.1541
4.2,529.0,558.794,115.0,44.0,45.2386
4.2,531.0,551.154,120.0,44.0,45.2895
4.2,533.0,543.378,120.0,44.0,45.3755
4.2,535.0,535.458,120.0,44.0,45.462
4.2,537.0,527.389,125.0,44.0,45.5162
4.2,539.0,519.164,125.0,44.0,45.6044
4.2,541.0,510.775,130.0,44.0,45.661
4.2,543.0,502.214,130.0,44.0,45.7509
4.2,545.0,493.473,135.0,44.0,45.8102
4.2,547.0,484.54,140.0,44.0,45.8711
4.2,549.0,475.406,140.0,44.0,45.9641
4.2,551.0,466.059,140.0,44.0,46.0578
4.2,553.0,456.486,140.0,44.0,46.1522
4.2,555.0,446.671,140.0,44.0,46.2475
4.2,557.0,436.6,140.0,44.0,46.3436
4.2,559.0,426.253,140.0,44.0,46.4405
4.2,561.0,415.61,140.0,44.0,46.5384
4.2,563.0,404.647,140.0,44.0,46.6372
4.2,565.0,393.339,140.0,44.0,46.737
4.2,567.0,381.653,140.0,44.0,46.8379
4.2,569.0,369.555,140.0,44.0,46.9399
4.2,571.0,357.003,140.0,44.0,47.0431
4.2,573.0,343.947,140.0,44.0,47.1476
4.2,575.0,330.326,140.0,44.0,47.2535
4.2,577.0,316.068,140.0,44.0,47.3609
4.2,579.0,301.083,140.0,44.0,47.4701
4.2,581.0,285.256,140.0,44.0,47.5811
4.2,583.0,268.439,140.0,44.0,47.6944
4.2,585.0,250.43,140.0,44.0,47.8103
4.2,587.0,230.953,140.0,44.0,47.9292
4.2,589.0,209.598,140.0,44.0,48.052
4.2,591.0,185.718,140.0,44.0,48.1798
4.2,593.0,158.175,140.0,44.0,48.3148
4.2,595.0,124.56,140.0,44.0,48.4612
4.2,597.0,77.326,140.0,44.0,48.6331
4.4,438.0,580.555,100.0,46.0,44.2184
4.4,440.0,574.474,100.0,46.0,44.2896
4.4,442.0,568.3,100.0,46.0,44.3612
4.4,444.0,562.029,100.0,46.0,44.4333
4.4,446.0,555.659,105.0,46.0,44.4724
4.4,448.0,549.185,105.0,46.0,44.5458
4.4,450.0,542.605,105.0,46.0,44.6196
4.4,452.0,535.915,110.0,46.0,44.6613
4.4,454.0,529.109,110.0,46.0,44.7365
4.4,456.0,522.185,110.0,46.0,44.8122
4.4,458.0,515.136,115.0,46.0,44.8567
4.4,460.0,507.957,115.0,46.0,44.9338
4.4,462.0,500.644,120.0,46.0,44.9805
4.4,464.0,493.19,120.0,46.0,45.0591
4.4,466.0,485.589,120.0,46.0,45.1384
4.4,468.0,477.833,125.0,46.0,45.1883
4.4,470.0,469.916,125.0,46.0,45.2692
4.4,472.0,461.828,130.0,46.0,45.3216
4.4,474.0,453.56,130.0,46.0,45.4043
4.4,476.0,445.103,135.0,46.0,45.4594
4.4,478.0,436.445,140.0,46.0,45.5161
4.4,480.0,427.575,140.0,46.0,45.6019
4.4,482.0,418.479,140.0,46.0,45.6885
4.4,484.0,409.141,140.0,46.0,45.7759
4.4,486.0,399.546,140.0,46.0,45.8642
4.4,488.0,389.673,140.0,46.0,45.9534
4.4,490.0,379.501,140.0,46.0,46.0435
4.4,492.0,369.005,140.0,46.0,46.1346
4.4,494.0,358.157,140.0,46.0,46.2267
4.4,496.0,346.925,140.0,46.0,46.3199
4.4,498.0,335.268,140.0,46.0,46.4143
4.4,500.0,323.142,140.0,46.0,46.51
4.4,502.0,310.491,140.0,46.0,46.607
4.4,504.0,297.248,140.0,46.0,46.7055
4.4,506.0,283.331,140.0,46.0,46.8056
4.4,508.0,268.635,140.0,46.0,46.9076
4.4,510.0,253.023,140.0,46.0,47.0116
4.4,512.0,236.315,140.0,46.0,47.1181
4.4,514.0,218.258,140.0,46.0,47.2275
4.4,516.0,198.486,140.0,46.0,47.3404
4.4,518.0,176.422,140.0,46.0,47.458
4.4,520.0,151.065,140.0,46.0,47.5821
4.4,522.0,120.352,140.0,46.0,47.7165
4.4,524.0,78.209,140.0,46.0,47.8722
4.6,365.0,526.565,100.0,50.0,44.049
4.6,367.0,520.974,100.0,50.0,44.1106
4.6,369.0,515.293,100.0,50.0,44.1728
4.6,371.0,509.516,105.0,50.0,44.2063
4.6,373.0,503.641,105.0,50.0,44.2696
4.6,375.0,497.665,105.0,50.0,44.3334
4.6,377.0,491.584,105.0,50.0,44.3977
4.6,379.0,485.393,110.0,50.0,44.4344
4.6,381.0,479.089,110.0,50.0,44.5
4.6,383.0,472.667,115.0,50.0,44.5385
4.6,385.0,466.123,115.0,50.0,44.6055
4.6,387.0,459.45,115.0,50.0,44.6731
4.6,389.0,452.644,120.0,50.0,44.7143
4.6,391.0,445.698,120.0,50.0,44.7834
4.6,393.0,438.605,125.0,50.0,44.8268
4.6,395.0,431.359,125.0,50.0,44.8974
4.6,397.0,423.951,130.0,50.0,44.9431
4.6,399.0,416.373,130.0,50.0,45.0154
4.6,401.0,408.615,135.0,50.0,45.0635
4.6,403.0,400.667,135.0,50.0,45.1376
4.6,405.0,392.518,140.0,50.0,45.1884
4.6,407.0,384.154,140.0,50.0,45.2644
4.6,409.0,375.561,140.0,50.0,45.3413
4.6,411.0,366.724,140.0,50.0,45.4189
4.6,413.0,357.623,140.0,50.0,45.4975
4.6,415.0,348.239,140.0,50.0,45.5769
4.6,417.0,338.547,140.0,50.0,45.6573
4.6,419.0,328.521,140.0,50.0,45.7387
4.6,421.0,318.129,140.0,50.0,45.8212
4.6,423.0,307.334,140.0,50.0,45.9048
4.6,425.0,296.092,140.0,50.0,45.9895
4.6,427.0,284.349,140.0,50.0,46.0756
4.6,429.0,272.041,140.0,50.0,46.1631
4.6,431.0,259.088,140.0,50.0,46.2522
4.6,433.0,245.386,140.0,50.0,46.343
4.6,435.0,230.804,140.0,50.0,46.4358
4.6,437.0,215.161,140.0,50.0,46.531
4.6,439.0,198.208,140.0,50.0,46.6288
4.6,441.0,179.573,140.0,50.0,46.7301
4.6,443.0,158.664,140.0,50.0,46.8359
4.6,445.0,134.426,140.0,50.0,46.948
4.6,447.0,104.568,140.0,50.0,47.0705
4.6,449.0,61.371,140.0,50.0,47.217
4.8,294.0,446.372,100.0,52.0,44.1596
4.8,296.0,441.053,100.0,52.0,44.2116
4.8,298.0,435.633,100.0,52.0,44.2641
4.8,300.0,430.107,100.0,52.0,44.3172
4.8,302.0,424.471,105.0,52.0,44.3464
4.8,304.0,418.722,105.0,52.0,44.4007
4.8,306.0,412.853,110.0,52.0,44.4316
4.8,308.0,406.861,110.0,52.0,44.4873
4.8,310.0,400.739,110.0,52.0,44.5435
4.8,312.0,394.482,115.0,52.0,44.5771
4.8,314.0,388.082,115.0,52.0,44.6348
4.8,316.0,381.533,120.0,52.0,44.6704
4.8,318.0,374.828,120.0,52.0,44.7297
4.8,320.0,367.956,125.0,52.0,44.7675
4.8,322.0,360.91,125.0,52.0,44.8285
4.8,324.0,353.677,130.0,52.0,44.8686
4.8,326.0,346.248,135.0,52.0,44.9102
4.8,328.0,338.609,135.0,52.0,44.9742
4.8,330.0,330.744,140.0,52.0,45.0185
4.8,332.0,322.639,140.0,52.0,45.0846
4.8,334.0,314.273,140.0,52.0,45.1516
4.8,336.0,305.627,140.0,52.0,45.2195
4.8,338.0,296.674,140.0,52.0,45.2884
4.8,340.0,287.388,140.0,52.0,45.3583
4.8,342.0,277.733,140.0,52.0,45.4293
4.8,344.0,267.671,140.0,52.0,45.5015
4.8,346.0,257.153,140.0,52.0,45.575
4.8,348.0,246.121,140.0,52.0,45.6498
4.8,350.0,234.503,140.0,52.0,45.7261
4.8,352.0,222.207,140.0,52.0,45.804
4.8,354.0,209.112,140.0,52.0,45.8839
4.8,356.0,195.058,140.0,52.0,45.9659
4.8,358.0,179.821,140.0,52.0,46.0505
4.8,360.0,163.07,140.0,52.0,46.1382
4.8,362.0,144.277,140.0,52.0,46.2301
4.8,364.0,122.506,140.0,52.0,46.3277
4.8,366.0,95.748,140.0,52.0,46.4347
4.8,368.0,57.408,140.0,52.0,46.5627
5.0,217.0,339.911,100.0,54.0,44.4532
5.0,219.0,334.741,100.0,54.0,44.4938
5.0,221.0,329.441,100.0,54.0,44.535
5.0,223.0,324.006,105.0,54.0,44.5579
5.0,225.0,318.427,105.0,54.0,44.6005
5.0,227.0,312.697,110.0,54.0,44.6252
5.0,229.0,306.809,110.0,54.0,44.6693
5.0,231.0,300.752,115.0,54.0,44.696
5.0,233.0,294.516,115.0,54.0,44.7418
5.0,235.0,288.09,120.0,54.0,44.7708
5.0,237.0,281.46,120.0,54.0,44.8184
5.0,239.0,274.612,125.0,54.0,44.8498
5.0,241.0,267.529,130.0,54.0,44.8826
5.0,243.0,260.192,135.0,54.0,44.9171
5.0,245.0,252.578,140.0,54.0,44.9533
5.0,247.0,244.662,140.0,54.0,45.007
5.0,249.0,236.414,140.0,54.0,45.0617
5.0,251.0,227.797,140.0,54.0,45.1176
5.0,253.0,218.769,140.0,54.0,45.1748
5.0,255.0,209.274,140.0,54.0,45.2332
5.0,257.0,199.248,140.0,54.0,45.2931
5.0,259.0,188.605,140.0,54.0,45.3547
5.0,261.0,177.233,140.0,54.0,45.418
5.0,263.0,164.984,140.0,54.0,45.4834
5.0,265.0,151.643,140.0,54.0,45.5513
5.0,267.0,136.893,140.0,54.0,45.6222
5.0,269.0,120.215,140.0,54.0,45.697
5.0,271.0,100.656,140.0,54.0,45.7776
5.0,273.0,76.024,140.0,54.0,45.8677
