fov,sep,width,vel,dps,foot,,,,,,,,
1.2,3630,5795.618,125,20,140.6032,,,,,,,,
1.2,3632,5790.604,125,20,140.7548,,,,,,,,
1.2,3634,5785.583,125,20,140.9065,,,,,,,,
1.2,3636,5780.554,125,20,141.0583,,,,,,,,
1.2,3638,5775.519,125,20,141.2102,,,,,,,,
1.2,3640,5770.476,125,20,141.3622,,,,,,,,
1.2,3642,5765.426,125,20,141.5143,,,,,,,,
1.2,3644,5760.369,125,20,141.6664,,,,,,,,
1.2,3646,5755.304,125,20,141.8187,,,,,,,,
1.2,3648,5750.233,125,20,141.971,,,,,,,,
1.2,3650,5745.154,125,20,142.1235,,,,,,,,
1.2,3652,5740.068,130,20,142.0753,,,,,,,,
1.2,3654,5734.974,130,20,142.228,,,,,,,,
1.2,3656,5729.873,115,18,142.47,,,,,,,,
1.2,3658,5724.765,115,18,142.6228,,,,,,,,
1.2,3660,5719.65,120,20,143.0874,,,,,,,,
1.2,3662,5714.527,125,20,143.0401,,,,,,,,
1.2,3664,5709.397,130,20,142.993,,,,,,,,
1.2,3666,5704.259,130,20,143.1463,,,,,,,,
1.2,3668,5699.114,130,20,143.2997,,,,,,,,
1.2,3670,5693.961,130,20,143.4532,,,,,,,,
1.2,3672,5688.801,130,20,143.6068,,,,,,,,
1.2,3674,5683.633,130,20,143.7604,,,,,,,,
1.2,3676,5678.458,130,20,143.9142,,,,,,,,
1.2,3678,5673.276,130,20,144.068,,,,,,,,
1.2,3680,5668.085,130,20,144.222,,,,,,,,
1.2,3682,5662.888,130,20,144.376,,,,,,,,
1.2,3684,5657.682,130,20,144.5301,,,,,,,,
1.2,3686,5652.469,130,20,144.6844,,,,,,,,
1.2,3688,5647.249,120,18,144.706,,,,,,,,
1.2,3690,5642.02,120,18,144.8605,,,,,,,,
1.2,3692,5636.784,120,18,145.0151,,,,,,,,
1.2,3694,5631.541,125,20,145.5008,,,,,,,,
1.2,3696,5626.289,135,20,145.2583,,,,,,,,
1.2,3698,5621.03,135,20,145.4132,,,,,,,,
1.2,3700,5615.763,135,20,145.5682,,,,,,,,
1.2,3702,5610.488,135,20,145.7233,,,,,,,,
1.2,3704,5605.206,135,20,145.8785,,,,,,,,
1.2,3706,5599.915,135,20,146.0338,,,,,,,,
1.2,3708,5594.617,135,20,146.1891,,,,,,,,
1.2,3710,5589.311,135,20,146.3446,,,,,,,,
1.2,3712,5583.997,135,20,146.5001,,,,,,,,
1.2,3714,5578.674,135,20,146.6558,,,,,,,,
1.2,3716,5573.345,135,20,146.8115,,,,,,,,
1.2,3718,5568.007,135,20,146.9674,,,,,,,,
1.2,3720,5562.661,125,18,146.9699,,,,,,,,
1.2,3722,5557.307,125,18,147.126,,,,,,,,
1.2,3724,5551.945,125,18,147.2822,,,,,,,,
1.2,3726,5546.575,130,20,147.7886,,,,,,,,
1.2,3728,5541.196,140,20,147.5512,,,,,,,,
1.2,3730,5535.81,140,20,147.7077,,,,,,,,
1.2,3732,5530.416,140,20,147.8643,,,,,,,,
1.2,3734,5525.013,140,20,148.021,,,,,,,,
1.2,3736,5519.602,140,20,148.1778,,,,,,,,
1.2,3738,5514.183,140,20,148.3347,,,,,,,,
1.2,3740,5508.756,140,20,148.4917,,,,,,,,
1.2,3742,5503.321,140,20,148.6488,,,,,,,,
1.2,3744,5497.877,140,20,148.806,,,,,,,,
1.2,3746,5492.425,140,20,148.9633,,,,,,,,
1.2,3748,5486.964,140,20,149.1207,,,,,,,,
1.2,3750,5481.496,140,20,149.2782,,,,,,,,
1.2,3752,5476.018,130,18,149.262,,,,,,,,
1.2,3754,5470.533,130,18,149.4198,,,,,,,,
1.2,3756,5465.039,120,20,150.5313,,,,,,,,
1.2,3758,5459.536,130,20,150.299,,,,,,,,
1.2,3760,5454.025,140,20,150.067,,,,,,,,
1.2,3762,5448.506,140,20,150.225,,,,,,,,
1.2,3764,5442.978,140,20,150.3832,,,,,,,,
1.2,3766,5437.441,140,20,150.5414,,,,,,,,
1.2,3768,5431.896,140,20,150.6998,,,,,,,,
1.2,3770,5426.343,140,20,150.8582,,,,,,,,
1.2,3772,5420.78,140,20,151.0167,,,,,,,,
1.2,3774,5415.209,140,20,151.1754,,,,,,,,
1.2,3776,5409.629,140,20,151.3341,,,,,,,,
1.2,3778,5404.041,140,20,151.4929,,,,,,,,
1.2,3780,5398.444,140,20,151.6518,,,,,,,,
1.2,3782,5392.838,140,20,151.8108,,,,,,,,
1.2,3784,5387.223,110,18,152.6572,,,,,,,,
1.2,3786,5381.599,120,18,152.3868,,,,,,,,
1.2,3788,5375.967,130,20,152.6746,,,,,,,,
1.2,3790,5370.325,140,20,152.4478,,,,,,,,
1.2,3792,5364.675,140,20,152.6073,,,,,,,,
1.2,3794,5359.016,140,20,152.7669,,,,,,,,
1.2,3796,5353.347,140,20,152.9266,,,,,,,,
1.2,3798,5347.67,140,20,153.0863,,,,,,,,
1.2,3800,5341.984,140,20,153.2462,,,,,,,,
1.2,3802,5336.289,140,20,153.4062,,,,,,,,
1.2,3804,5330.584,140,20,153.5663,,,,,,,,
1.2,3806,5324.871,140,20,153.7264,,,,,,,,
1.2,3808,5319.148,140,20,153.8867,,,,,,,,
1.2,3810,5313.416,140,20,154.047,,,,,,,,
1.2,3812,5307.675,140,20,154.2075,,,,,,,,
1.2,3814,5301.925,125,18,154.4106,,,,,,,,
1.2,3816,5296.166,135,18,154.1459,,,,,,,,
1.2,3818,5290.397,135,18,154.307,,,,,,,,
1.2,3820,5284.619,140,20,154.8503,,,,,,,,
1.2,3822,5278.831,140,20,155.0112,,,,,,,,
1.2,3824,5273.034,140,20,155.1722,,,,,,,,
1.2,3826,5267.228,140,20,155.3334,,,,,,,,
1.2,3828,5261.412,140,20,155.4946,,,,,,,,
1.2,3830,5255.587,140,20,155.6559,,,,,,,,
1.2,3832,5249.752,140,20,155.8173,,,,,,,,
1.2,3834,5243.908,140,20,155.9789,,,,,,,,
1.2,3836,5238.054,140,20,156.1405,,,,,,,,
1.2,3838,5232.19,140,20,156.3022,,,,,,,,
1.2,3840,5226.317,140,20,156.464,,,,,,,,
1.2,3842,5220.435,140,20,156.6259,,,,,,,,
1.2,3844,5214.542,140,18,156.1985,,,,,,,,
1.2,3846,5208.64,140,18,156.3611,,,,,,,,
1.2,3848,5202.728,140,18,156.5238,,,,,,,,
1.2,3850,5196.806,140,20,157.2745,,,,,,,,
1.2,3852,5190.874,140,20,157.4369,,,,,,,,
1.2,3854,5184.933,140,20,157.5994,,,,,,,,
1.2,3856,5178.981,140,20,157.762,,,,,,,,
1.2,3858,5173.02,140,20,157.9247,,,,,,,,
1.2,3860,5167.049,140,20,158.0874,,,,,,,,
1.2,3862,5161.067,140,20,158.2503,,,,,,,,
1.2,3864,5155.076,140,20,158.4133,,,,,,,,
1.2,3866,5149.075,140,20,158.5764,,,,,,,,
1.2,3868,5143.063,140,20,158.7395,,,,,,,,
1.2,3870,5137.041,140,20,158.9028,,,,,,,,
1.2,3872,5131.009,140,18,158.4833,,,,,,,,
1.2,3874,5124.967,140,18,158.6473,,,,,,,,
1.2,3876,5118.915,140,18,158.8113,,,,,,,,
1.2,3878,5112.852,140,18,158.9754,,,,,,,,
1.2,3880,5106.779,140,20,159.7206,,,,,,,,
1.2,3882,5100.696,140,20,159.8845,,,,,,,,
1.2,3884,5094.602,140,20,160.0485,,,,,,,,
1.2,3886,5088.498,140,20,160.2125,,,,,,,,
1.2,3888,5082.383,140,20,160.3767,,,,,,,,
1.2,3890,5076.258,140,20,160.5409,,,,,,,,
1.2,3892,5070.122,140,20,160.7053,,,,,,,,
1.2,3894,5063.976,140,20,160.8697,,,,,,,,
1.2,3896,5057.819,140,20,161.0343,,,,,,,,
1.2,3898,5051.651,140,20,161.1989,,,,,,,,
1.2,3900,5045.473,140,20,161.3637,,,,,,,,
1.2,3902,5039.283,140,18,160.953,,,,,,,,
1.2,3904,5033.083,140,18,161.1184,,,,,,,,
1.2,3906,5026.873,140,18,161.2839,,,,,,,,
1.2,3908,5020.651,140,20,162.0236,,,,,,,,
1.2,3910,5014.419,140,20,162.1889,,,,,,,,
1.2,3912,5008.175,140,20,162.3542,,,,,,,,
1.2,3914,5001.921,140,20,162.5196,,,,,,,,
1.2,3916,4995.655,140,20,162.6852,,,,,,,,
1.2,3918,4989.378,140,20,162.8508,,,,,,,,
1.2,3920,4983.091,140,20,163.0165,,,,,,,,
1.2,3922,4976.792,140,20,163.1823,,,,,,,,
1.2,3924,4970.482,140,20,163.3483,,,,,,,,
1.2,3926,4964.16,140,20,163.5143,,,,,,,,
1.2,3928,4957.828,140,20,163.6804,,,,,,,,
1.2,3930,4951.484,140,18,163.2783,,,,,,,,
1.2,3932,4945.129,140,18,163.4452,,,,,,,,
1.2,3934,4938.762,140,18,163.6122,,,,,,,,
1.2,3936,4932.384,140,20,164.3459,,,,,,,,
1.2,3938,4925.994,140,20,164.5126,,,,,,,,
1.2,3940,4919.593,140,20,164.6793,,,,,,,,
1.2,3942,4913.18,140,20,164.8461,,,,,,,,
1.2,3944,4906.755,140,20,165.013,,,,,,,,
1.2,3946,4900.319,140,20,165.1801,,,,,,,,
1.2,3948,4893.871,140,20,165.3472,,,,,,,,
1.2,3950,4887.412,140,20,165.5144,,,,,,,,
1.2,3952,4880.94,140,20,165.6817,,,,,,,,
1.2,3954,4874.457,140,20,165.8491,,,,,,,,
1.2,3956,4867.961,140,20,166.0167,,,,,,,,
1.2,3958,4861.454,140,18,165.6236,,,,,,,,
1.2,3960,4854.935,140,18,165.7918,,,,,,,,
1.2,3962,4848.404,140,18,165.9602,,,,,,,,
1.2,3964,4841.86,140,20,166.6878,,,,,,,,
1.2,3966,4835.304,140,20,166.8558,,,,,,,,
1.2,3968,4828.737,140,20,167.0239,,,,,,,,
1.2,3970,4822.156,140,20,167.1921,,,,,,,,
1.2,3972,4815.564,140,20,167.3604,,,,,,,,
1.2,3974,4808.959,140,20,167.5289,,,,,,,,
1.2,3976,4802.342,140,20,167.6974,,,,,,,,
1.2,3978,4795.712,140,20,167.866,,,,,,,,
1.2,3980,4789.07,140,20,168.0348,,,,,,,,
1.2,3982,4782.415,140,20,168.2036,,,,,,,,
1.2,3984,4775.748,140,18,167.8192,,,,,,,,
1.2,3986,4769.068,140,18,167.9888,,,,,,,,
1.2,3988,4762.375,140,18,168.1585,,,,,,,,
1.2,3990,4755.67,140,18,168.3283,,,,,,,,
1.2,3992,4748.951,140,20,169.0492,,,,,,,,
1.2,3994,4742.22,140,20,169.2187,,,,,,,,
1.2,3996,4735.476,140,20,169.3882,,,,,,,,
1.2,3998,4728.718,140,20,169.5578,,,,,,,,
1.2,4000,4721.948,140,20,169.7276,,,,,,,,
1.2,4002,4715.165,140,20,169.8974,,,,,,,,
1.2,4004,4708.368,140,20,170.0674,,,,,,,,
1.2,4006,4701.558,140,20,170.2374,,,,,,,,
1.2,4008,4694.735,140,20,170.4075,,,,,,,,
1.2,4010,4687.899,140,20,170.5778,,,,,,,,
1.2,4012,4681.049,140,18,170.2032,,,,,,,,
1.2,4014,4674.185,140,18,170.3743,,,,,,,,
1.2,4016,4667.309,135,14,169.2389,,,,,,,,
1.2,4018,4660.418,140,20,171.2598,,,,,,,,
1.2,4020,4653.514,140,20,171.4306,,,,,,,,
1.2,4022,4646.596,140,20,171.6014,,,,,,,,
1.2,4024,4639.665,140,20,171.7724,,,,,,,,
1.2,4026,4632.719,140,20,171.9434,,,,,,,,
1.2,4028,4625.76,140,20,172.1146,,,,,,,,
1.2,4030,4618.787,140,20,172.2859,,,,,,,,
1.2,4032,4611.8,140,20,172.4572,,,,,,,,
1.2,4034,4604.798,140,20,172.6287,,,,,,,,
1.2,4036,4597.783,140,20,172.8003,,,,,,,,
1.2,4038,4590.753,140,18,172.4352,,,,,,,,
1.2,4040,4583.71,140,14,171.0721,,,,,,,,
1.2,4042,4576.651,140,14,171.2465,,,,,,,,
1.2,4044,4569.579,140,20,173.4876,,,,,,,,
1.2,4046,4562.492,140,20,173.6597,,,,,,,,
1.2,4048,4555.39,140,20,173.8319,,,,,,,,
1.2,4050,4548.274,140,20,174.0042,,,,,,,,
1.2,4052,4541.143,140,20,174.1766,,,,,,,,
1.2,4054,4533.997,140,20,174.3491,,,,,,,,
1.2,4056,4526.837,140,20,174.5217,,,,,,,,
1.2,4058,4519.661,140,20,174.6944,,,,,,,,
1.2,4060,4512.471,140,20,174.8673,,,,,,,,
1.2,4062,4505.265,140,20,175.0402,,,,,,,,
1.2,4064,4498.045,140,14,173.1722,,,,,,,,
1.2,4066,4490.809,140,18,174.8588,,,,,,,,
1.2,4068,4483.559,140,18,175.0327,,,,,,,,
1.2,4070,4476.292,140,20,175.7329,,,,,,,,
1.2,4072,4469.011,140,20,175.9063,,,,,,,,
1.2,4074,4461.714,140,20,176.0799,,,,,,,,
1.2,4076,4454.401,140,20,176.2535,,,,,,,,
1.2,4078,4447.073,140,20,176.4273,,,,,,,,
1.2,4080,4439.729,140,20,176.6011,,,,,,,,
1.2,4082,4432.369,140,20,176.7751,,,,,,,,
1.2,4084,4424.994,140,20,176.9492,,,,,,,,
1.2,4086,4417.602,140,20,177.1233,,,,,,,,
1.2,4088,4410.195,140,20,177.2976,,,,,,,,
1.2,4090,4402.771,140,18,176.9527,,,,,,,,
1.2,4092,4395.331,140,18,177.1279,,,,,,,,
1.2,4094,4387.875,140,18,177.3032,,,,,,,,
1.2,4096,4380.403,140,20,177.9958,,,,,,,,
1.2,4098,4372.914,140,20,178.1706,,,,,,,,
1.2,4100,4365.409,140,20,178.3455,,,,,,,,
1.2,4102,4357.887,140,20,178.5205,,,,,,,,
1.2,4104,4350.348,140,20,178.6957,,,,,,,,
1.2,4106,4342.793,140,20,178.8709,,,,,,,,
1.2,4108,4335.221,140,20,179.0462,,,,,,,,
1.2,4110,4327.631,140,20,179.2217,,,,,,,,
1.2,4112,4320.025,140,20,179.3972,,,,,,,,
1.2,4114,4312.402,140,18,179.0622,,,,,,,,
1.2,4116,4304.761,140,18,179.2387,,,,,,,,
1.2,4118,4297.103,140,18,179.4154,,,,,,,,
1.2,4120,4289.428,140,20,180.1005,,,,,,,,
1.2,4122,4281.735,140,20,180.2765,,,,,,,,
1.2,4124,4274.025,140,20,180.4527,,,,,,,,
1.2,4126,4266.297,140,20,180.629,,,,,,,,
1.2,4128,4258.551,140,20,180.8054,,,,,,,,
1.2,4130,4250.787,140,20,180.9819,,,,,,,,
1.2,4132,4243.006,140,20,181.1586,,,,,,,,
1.2,4134,4235.206,140,20,181.3353,,,,,,,,
1.2,4136,4227.388,140,20,181.5121,,,,,,,,
1.2,4138,4219.552,140,18,181.1875,,,,,,,,
1.2,4140,4211.697,140,18,181.3653,,,,,,,,
1.2,4142,4203.824,140,18,181.5433,,,,,,,,
1.2,4144,4195.932,140,20,182.2205,,,,,,,,
1.2,4146,4188.022,140,20,182.3979,,,,,,,,
1.2,4148,4180.093,140,20,182.5754,,,,,,,,
1.2,4150,4172.145,140,20,182.753,,,,,,,,
1.2,4152,4164.178,140,20,182.9307,,,,,,,,
1.2,4154,4156.192,140,20,183.1085,,,,,,,,
1.2,4156,4148.186,140,20,183.2864,,,,,,,,
1.2,4158,4140.161,140,20,183.4644,,,,,,,,
1.2,4160,4132.117,140,20,183.6426,,,,,,,,
1.2,4162,4124.053,140,18,183.3287,,,,,,,,
1.2,4164,4115.97,140,18,183.5079,,,,,,,,
1.2,4166,4107.867,140,18,183.6872,,,,,,,,
1.2,4168,4099.744,140,20,184.3562,,,,,,,,
1.2,4170,4091.6,140,20,184.5349,,,,,,,,
1.2,4172,4083.437,140,20,184.7137,,,,,,,,
1.2,4174,4075.253,140,20,184.8926,,,,,,,,
1.2,4176,4067.049,140,20,185.0716,,,,,,,,
1.2,4178,4058.825,140,20,185.2507,,,,,,,,
1.2,4180,4050.579,140,20,185.43,,,,,,,,
1.2,4182,4042.313,140,20,185.6093,,,,,,,,
1.2,4184,4034.026,140,20,185.7888,,,,,,,,
1.2,4186,4025.718,140,18,185.4862,,,,,,,,
1.2,4188,4017.389,140,18,185.6667,,,,,,,,
1.2,4190,4009.039,140,20,186.3278,,,,,,,,
1.2,4192,4000.667,140,20,186.5077,,,,,,,,
1.2,4194,3992.274,140,20,186.6878,,,,,,,,
1.2,4196,3983.859,140,20,186.8679,,,,,,,,
1.2,4198,3975.422,140,20,187.0481,,,,,,,,
1.2,4200,3966.963,140,20,187.2285,,,,,,,,
1.2,4202,3958.482,140,20,187.4089,,,,,,,,
1.2,4204,3949.978,140,20,187.5895,,,,,,,,
1.2,4206,3941.453,140,20,187.7702,,,,,,,,
1.2,4208,3932.904,140,18,187.4783,,,,,,,,
1.2,4210,3924.333,140,18,187.6601,,,,,,,,
1.2,4212,3915.74,140,18,187.842,,,,,,,,
1.2,4214,3907.123,140,20,188.4941,,,,,,,,
1.2,4216,3898.483,140,20,188.6754,,,,,,,,
1.2,4218,3889.82,140,20,188.8567,,,,,,,,
1.2,4220,3881.133,140,20,189.0382,,,,,,,,
1.2,4222,3872.423,140,20,189.2198,,,,,,,,
1.2,4224,3863.689,140,20,189.4016,,,,,,,,
1.2,4226,3854.93,140,20,189.5834,,,,,,,,
1.2,4228,3846.148,140,20,189.7653,,,,,,,,
1.2,4230,3837.342,140,18,189.4846,,,,,,,,
1.2,4232,3828.511,140,18,189.6677,,,,,,,,
1.2,4234,3819.656,140,14,188.5312,,,,,,,,
1.2,4236,3810.775,140,20,190.4943,,,,,,,,
1.2,4238,3801.87,140,20,190.6768,,,,,,,,
1.2,4240,3792.94,140,20,190.8594,,,,,,,,
1.2,4242,3783.984,140,20,191.0422,,,,,,,,
1.2,4244,3775.003,140,20,191.2251,,,,,,,,
1.2,4246,3765.996,140,20,191.4081,,,,,,,,
1.2,4248,3756.964,140,20,191.5912,,,,,,,,
1.2,4250,3747.905,140,20,191.7744,,,,,,,,
1.2,4252,3738.82,140,14,190.21,,,,,,,,
1.2,4254,3729.709,140,14,190.3972,,,,,,,,
1.2,4256,3720.571,140,18,191.8743,,,,,,,,
1.2,4258,3711.406,140,20,192.5085,,,,,,,,
1.2,4260,3702.215,140,20,192.6923,,,,,,,,
1.2,4262,3692.996,140,20,192.8762,,,,,,,,
1.2,4264,3683.749,140,20,193.0603,,,,,,,,
1.2,4266,3674.475,140,20,193.2444,,,,,,,,
1.2,4268,3665.174,140,20,193.4287,,,,,,,,
1.2,4270,3655.844,140,20,193.6131,,,,,,,,
1.2,4272,3646.486,140,20,193.7977,,,,,,,,
1.2,4274,3637.099,140,18,193.5407,,,,,,,,
1.2,4276,3627.684,140,18,193.7265,,,,,,,,
1.2,4278,3618.24,140,20,194.352,,,,,,,,
1.2,4280,3608.766,140,20,194.537,,,,,,,,
1.2,4282,3599.263,140,20,194.7221,,,,,,,,
1.2,4284,3589.731,140,20,194.9074,,,,,,,,
1.2,4286,3580.169,140,20,195.0928,,,,,,,,
1.2,4288,3570.577,140,20,195.2783,,,,,,,,
1.2,4290,3560.954,140,20,195.4639,,,,,,,,
1.2,4292,3551.301,140,20,195.6496,,,,,,,,
1.2,4294,3541.617,140,18,195.4042,,,,,,,,
1.2,4296,3531.902,140,18,195.5913,,,,,,,,
1.2,4298,3522.155,140,20,196.2076,,,,,,,,
1.2,4300,3512.377,140,20,196.3939,,,,,,,,
1.2,4302,3502.567,140,20,196.5802,,,,,,,,
1.2,4304,3492.725,140,20,196.7667,,,,,,,,
1.2,4306,3482.851,140,20,196.9533,,,,,,,,
1.2,4308,3472.944,140,20,197.1401,,,,,,,,
1.2,4310,3463.003,140,20,197.3269,,,,,,,,
1.2,4312,3453.03,140,20,197.5139,,,,,,,,
1.2,4314,3443.023,140,18,197.2805,,,,,,,,
1.2,4316,3432.983,140,18,197.4689,,,,,,,,
1.2,4318,3422.908,140,20,198.0757,,,,,,,,
1.2,4320,3412.798,140,20,198.2632,,,,,,,,
1.2,4322,3402.654,140,20,198.4508,,,,,,,,
1.2,4324,3392.475,140,20,198.6385,,,,,,,,
1.2,4326,3382.261,140,20,198.8264,,,,,,,,
1.2,4328,3372.011,140,20,199.0144,,,,,,,,
1.2,4330,3361.725,140,20,199.2026,,,,,,,,
1.2,4332,3351.402,140,20,199.3908,,,,,,,,
1.2,4334,3341.043,140,18,199.17,,,,,,,,
1.2,4336,3330.647,140,18,199.3597,,,,,,,,
1.2,4338,3320.213,140,20,199.9564,,,,,,,,
1.2,4340,3309.742,140,20,200.1452,,,,,,,,
1.2,4342,3299.233,140,20,200.3342,,,,,,,,
1.2,4344,3288.685,140,20,200.5232,,,,,,,,
1.2,4346,3278.098,140,20,200.7124,,,,,,,,
1.2,4348,3267.473,140,20,200.9017,,,,,,,,
1.2,4350,3256.807,140,20,201.0912,,,,,,,,
1.2,4352,3246.102,140,18,200.8821,,,,,,,,
1.2,4354,3235.356,140,18,201.073,,,,,,,,
1.2,4356,3224.57,140,20,201.6604,,,,,,,,
1.2,4358,3213.742,140,20,201.8504,,,,,,,,
1.2,4360,3202.873,140,20,202.0405,,,,,,,,
1.2,4362,3191.961,140,20,202.2308,,,,,,,,
1.2,4364,3181.008,140,20,202.4212,,,,,,,,
1.2,4366,3170.011,140,20,202.6117,,,,,,,,
1.2,4368,3158.971,140,20,202.8024,,,,,,,,
1.2,4370,3147.887,140,18,202.6056,,,,,,,,
