sample_index,log_frame_index,timestamp,time_s,fov_deg,uav_lat,uav_lon,uav_alt,actual_area_m2,predicted_area_m2,area_error_m2,area_error_pct,centroid_error_m,corner_error_c1_m,corner_error_c2_m,corner_error_c3_m,corner_error_c4_m,mean_corner_error_m,max_corner_error_m,actual_center_lat,actual_center_lon,predicted_center_lat,predicted_center_lon,actual_c1_lat,actual_c1_lon,predicted_c1_lat,predicted_c1_lon,actual_c2_lat,actual_c2_lon,predicted_c2_lat,predicted_c2_lon,actual_c3_lat,actual_c3_lon,predicted_c3_lat,predicted_c3_lon,actual_c4_lat,actual_c4_lon,predicted_c4_lat,predicted_c4_lon
10,10,826609968436,2.002,4.097963,37.911236000,128.181240000,1480.000000,1990.498043,1550.566327,-439.931717,-22.101590,0.672868,7.809755,8.475735,8.240043,6.231313,7.689212,8.475735,37.910233000,128.176940000,37.910233000,128.176940000,37.909912000,128.176910000,37.909959103,128.176844102,37.910410000,128.176620000,37.910429315,128.176713347,37.910550000,128.176960000,37.910501817,128.177031222,37.910050000,128.177230000,37.910034727,128.177161743
11,11,826609968639,2.205,4.097963,37.911200000,128.181180000,1480.000000,2057.214361,1562.661158,-494.553203,-24.039945,1.099745,6.586411,8.959638,7.612357,6.077373,7.308945,8.959638,37.910650000,128.176530000,37.910650000,128.176530000,37.910343000,128.176440000,37.910391511,128.176397067,37.910870000,128.176220000,37.910867405,128.176321961,37.910954000,128.176590000,37.910904444,128.176649725,37.910427000,128.176800000,37.910433097,128.176731236
12,12,826609968842,2.408,4.097963,37.911156000,128.181120000,1481.000000,2203.317370,1672.393614,-530.923755,-24.096563,0.721212,5.827185,3.621359,5.666620,5.694137,5.202325,5.827185,37.911095000,128.175420000,37.911095000,128.175420000,37.910793000,128.175200000,37.910844923,128.175208421,37.911366000,128.175250000,37.911338227,128.175271471,37.911390000,128.175610000,37.911339927,128.175598392,37.910820000,128.175630000,37.910852513,128.175579949
13,13,826609969045,2.611,4.097963,37.911120000,128.181050000,1481.000000,2932.336503,2248.490453,-683.846050,-23.320859,0.540793,4.347223,5.712595,5.599058,4.932000,5.147719,5.712595,37.910940000,128.174180000,37.910940000,128.174180000,37.910633000,128.173930000,37.910671473,128.173938493,37.911236000,128.173930000,37.911194743,128.173968680,37.911236000,128.174470000,37.911199940,128.174425557,37.910650000,128.174400000,37.910688691,128.174372641
14,14,826609969234,2.800,4.097963,37.911083000,128.180980000,1481.000000,3051.274473,2227.620114,-823.654359,-26.993781,1.800196,5.587608,5.607057,7.260232,6.678416,6.283328,7.260232,37.910892000,128.173460000,37.910892000,128.173460000,37.910580000,128.173160000,37.910614820,128.173205823,37.911205000,128.173260000,37.911155076,128.173251535,37.911198000,128.173740000,37.911160501,128.173672366,37.910587000,128.173690000,37.910631457,128.173638941
15,15,826609969437,3.003,4.097963,37.911040000,128.180920000,1482.000000,3081.338960,2292.220987,-789.117973,-25.609580,0.539710,10.533771,6.914561,6.789488,6.113076,7.587724,10.533771,37.910880000,128.172500000,37.910880000,128.172500000,37.910557000,128.172100000,37.910592235,128.172211312,37.911210000,128.172350000,37.911154869,128.172313732,37.911190000,128.172780000,37.911157893,128.172714273,37.910553000,128.172640000,37.910606593,128.172655181
16,16,826609969640,3.206,4.097963,37.911003000,128.180860000,1482.000000,2695.528059,2118.735134,-576.792925,-21.398142,2.457086,6.924558,7.182875,2.685179,6.925089,5.929425,7.182875,37.911266000,128.172640000,37.911266000,128.172640000,37.910980000,128.172350000,37.910996544,128.172426003,37.911613000,128.172400000,37.911550462,128.172420138,37.911556000,128.172820000,37.911533941,128.172807629,37.910930000,128.172800000,37.910988317,128.172827453
17,17,826609969843,3.409,4.097963,37.910965000,128.180800000,1482.000000,2755.491317,2099.258785,-656.232532,-23.815445,3.131324,5.531860,8.952331,8.675437,7.561130,7.680189,8.952331,37.911740000,128.173220000,37.911740000,128.173220000,37.911472000,128.172960000,37.911488481,128.173019421,37.912080000,128.173140000,37.912030042,128.173060122,37.911990000,128.173540000,37.911987161,128.173441286,37.911385000,128.173450000,37.911451378,128.173431741
18,18,826609970031,3.597,4.097963,37.910885000,128.180660000,1483.000000,2668.315974,2019.858654,-648.457320,-24.302119,0.431613,6.542006,6.652082,7.254285,7.542890,6.997816,7.542890,37.912160000,128.173870000,37.912160000,128.173870000,37.911920000,128.173570000,37.911931186,128.173643126,37.912520000,128.173740000,37.912464523,128.173711852,37.912395000,128.174150000,37.912394703,128.174067402,37.911800000,128.174010000,37.911859988,128.174049936
19,19,826609970234,3.800,4.097963,37.910847000,128.180600000,1483.000000,3692.799424,2778.041333,-914.758091,-24.771399,0.640800,9.440866,7.203083,11.774651,6.904137,8.830684,11.774651,37.912575000,128.174680000,37.912575000,128.174680000,37.912390000,128.174290000,37.912381257,128.174396923,37.912960000,128.174550000,37.912910790,128.174496746,37.912735000,128.175110000,37.912760086,128.174979756,37.912186000,128.174900000,37.912232055,128.174952651
20,20,826609970437,4.003,4.097963,37.910812000,128.180540000,1483.000000,3275.270283,2324.005611,-951.264672,-29.043853,0.767301,6.802205,7.252551,11.846502,6.964189,8.216362,11.846502,37.912933000,128.174300000,37.912933000,128.174300000,37.912743000,128.173950000,37.912735092,128.174026801,37.913326000,128.174220000,37.913263580,128.174196343,37.913094000,128.174730000,37.913120459,128.174599348,37.912548000,128.174400000,37.912599987,128.174444111
21,21,826609970641,4.207,4.097963,37.910770000,128.180470000,1484.000000,2667.913300,2020.819683,-647.093618,-24.254672,0.683733,8.538312,7.845200,8.317537,8.925440,8.406622,8.925440,37.912480000,128.173680000,37.912480000,128.173680000,37.912270000,128.173370000,37.912255778,128.173465533,37.912870000,128.173550000,37.912808925,128.173505428,37.912690000,128.173980000,37.912708061,128.173888103,37.912113000,128.173750000,37.912169535,128.173822063
22,22,826609970845,4.411,4.097963,37.910732000,128.180400000,1484.000000,2821.426312,2075.201153,-746.225159,-26.448508,4.091586,13.929205,8.704732,7.401760,13.015695,10.762848,13.929205,37.911987000,128.173070000,37.911987000,128.173070000,37.911780000,128.172680000,37.911754045,128.172835150,37.912373000,128.172900000,37.912296835,128.172877555,37.912200000,128.173370000,37.912220843,128.173289970,37.911640000,128.173070000,37.911695116,128.173200700
23,23,826609971033,4.599,4.097963,37.910698000,128.180340000,1484.000000,2402.751813,1933.137325,-469.614488,-19.544860,1.983531,7.346008,11.926243,9.775236,9.032134,9.519905,11.926243,37.911520000,128.172410000,37.911520000,128.172410000,37.911290000,128.172150000,37.911267233,128.172228506,37.911877000,128.172350000,37.911811469,128.172242572,37.911740000,128.172710000,37.911770313,128.172605541,37.911160000,128.172550000,37.911232937,128.172595053
24,24,826609971236,4.802,4.097963,37.910664000,128.180280000,1484.000000,2830.836667,2132.459911,-698.376755,-24.670330,1.466365,10.480039,9.667356,9.077593,11.533501,10.189622,11.533501,37.911346000,128.171810000,37.911346000,128.171810000,37.911118000,128.171430000,37.911090123,128.171543975,37.911720000,128.171650000,37.911639817,128.171607726,37.911575000,128.172090000,37.911604292,128.171993541,37.910988000,128.171860000,37.911062456,128.171951319
25,25,826609971439,5.005,4.097963,37.910625000,128.180200000,1484.000000,3053.871482,2263.424628,-790.446854,-25.883435,2.920352,11.617461,9.464186,10.858414,12.505995,11.111514,12.505995,37.911922000,128.172260000,37.911922000,128.172260000,37.911710000,128.171950000,37.911676354,128.172075215,37.912342000,128.171950000,37.912257013,128.171952910,37.912132000,128.172560000,37.912168400,128.172445296,37.911560000,128.172300000,37.911623516,128.172417452
26,26,826609971642,5.208,4.097963,37.910590000,128.180150000,1484.000000,2739.922939,2147.819122,-592.103816,-21.610236,0.789391,9.677931,10.134608,9.586962,8.802106,9.550402,10.134608,37.912365000,128.172870000,37.912365000,128.172870000,37.912170000,128.172550000,37.912137692,128.172652303,37.912743000,128.172800000,37.912691288,128.172705028,37.912560000,128.173190000,37.912592945,128.173089144,37.911983000,128.172990000,37.912045849,128.173050816
27,27,826609971845,5.411,4.097963,37.910590000,128.180150000,1484.000000,2739.922939,2147.819122,-592.103816,-21.610236,0.789391,9.677931,10.134608,9.586962,8.802106,9.550402,10.134608,37.912365000,128.172870000,37.912365000,128.172870000,37.912170000,128.172550000,37.912137692,128.172652303,37.912743000,128.172800000,37.912691288,128.172705028,37.912560000,128.173190000,37.912592945,128.173089144,37.911983000,128.172990000,37.912045849,128.173050816
28,28,826609972032,5.598,4.097963,37.910560000,128.180070000,1484.000000,2689.360350,2080.839553,-608.520796,-22.626971,1.261576,8.191111,9.985470,9.291782,8.772389,9.060188,9.985470,37.912830000,128.173540000,37.912830000,128.173540000,37.912655000,128.173190000,37.912629573,128.173277521,37.913193000,128.173570000,37.913149331,128.173470686,37.912990000,128.173900000,37.913029270,128.173806642,37.912437000,128.173610000,37.912497927,128.173673349
29,29,826609972237,5.803,4.097963,37.910526000,128.180010000,1484.000000,3305.946804,2440.737519,-865.209286,-26.171301,1.922059,8.419323,9.033125,11.455649,6.212712,8.780202,11.455649,37.913425000,128.174530000,37.913425000,128.174530000,37.913296000,128.174130000,37.913268181,128.174219145,37.913822000,128.174560000,37.913787187,128.174467092,37.913520000,128.174990000,37.913563795,128.174871964,37.913033000,128.174550000,37.913078465,128.174591026
30,30,826609972440,6.006,4.097963,37.910492000,128.179930000,1484.000000,3517.291220,2758.286804,-759.004416,-21.579232,1.451666,5.449777,6.849842,7.302550,5.618531,6.305175,7.302550,37.913948000,128.174880000,37.913948000,128.174880000,37.913853000,128.174450000,37.913839846,128.174509772,37.914360000,128.174930000,37.914328421,128.174863060,37.914024000,128.175340000,37.914044062,128.175260834,37.913540000,128.174870000,37.913586097,128.174896053
31,31,826609972643,6.209,4.097963,37.910460000,128.179860000,1483.000000,2730.443540,2239.611048,-490.832493,-17.976292,1.014531,6.284534,9.182583,8.612279,8.292902,8.093074,9.182583,37.913574000,128.174130000,37.913574000,128.174130000,37.913420000,128.173780000,37.913401121,128.173847438,37.913982000,128.174150000,37.913953447,128.174051907,37.913710000,128.174510000,37.913744886,128.174422473,37.913193000,128.174090000,37.913228921,128.174172724
32,32,826609972847,6.413,4.097963,37.910435000,128.179800000,1483.000000,2801.489211,2163.224944,-638.264267,-22.783035,0.916790,8.000465,8.582423,8.119801,9.488876,8.547891,9.488876,37.913074000,128.173460000,37.913074000,128.173460000,37.912930000,128.173080000,37.912896274,128.173160443,37.913480000,128.173430000,37.913418465,128.173371125,37.913220000,128.173830000,37.913255173,128.173749004,37.912712000,128.173420000,37.912753802,128.173514159
33,33,826609973034,6.600,4.097963,37.910404000,128.179720000,1483.000000,3657.894929,2417.240274,-1240.654656,-33.917176,5.732446,17.175689,12.780733,9.375107,10.477447,12.452244,17.175689,37.912610000,128.172800000,37.912610000,128.172800000,37.912470000,128.172360000,37.912406272,128.172538105,37.913082000,128.172530000,37.912975047,128.172582912,37.912780000,128.173130000,37.912821896,128.173037399,37.912235000,128.172840000,37.912283670,128.172942110
34,34,826609973237,6.803,4.097963,37.910378000,128.179640000,1483.000000,3380.405908,2317.756802,-1062.649106,-31.435548,0.464637,17.967275,11.286799,18.289544,9.624200,14.291954,18.289544,37.912132000,128.172160000,37.912132000,128.172160000,37.911964000,128.171800000,37.911897446,128.171986376,37.912560000,128.171940000,37.912494099,128.171842335,37.912300000,128.172530000,37.912368196,128.172340539,37.911760000,128.172260000,37.911818206,128.172341028
35,35,826609973440,7.006,4.097963,37.910350000,128.179570000,1483.000000,3048.188774,2351.369358,-696.819417,-22.860114,0.966452,14.979317,12.833504,14.377990,9.390449,12.895315,14.979317,37.912216000,128.171690000,37.912216000,128.171690000,37.912030000,128.171400000,37.911967574,128.171551092,37.912620000,128.171600000,37.912557405,128.171477290,37.912400000,128.172010000,37.912460547,128.171865392,37.911804000,128.171940000,37.911866141,128.172012308
36,36,826609973644,7.210,4.097963,37.910324000,128.179500000,1483.000000,4054.282375,2689.863986,-1364.418389,-33.653758,7.386089,8.404152,11.759876,28.923902,8.631193,14.429781,28.923902,37.912754000,128.172180000,37.912754000,128.172180000,37.912582000,128.171840000,37.912542606,128.171921631,37.913155000,128.172150000,37.913107308,128.172030521,37.912840000,128.172740000,37.912961634,128.172448980,37.912308000,128.172410000,37.912383436,128.172432713
37,37,826609973832,7.398,4.097963,37.910300000,128.179430000,1482.000000,4573.495076,2738.470119,-1835.024957,-40.123033,6.727813,29.788722,9.810285,11.440403,8.830502,14.967478,29.788722,37.913166000,128.173050000,37.913166000,128.173050000,37.913136000,128.172420000,37.913006221,128.172716625,37.913666000,128.172850000,37.913577976,128.172844594,37.913284000,128.173460000,37.913338465,128.173349534,37.912792000,128.173030000,37.912834667,128.173114763
38,38,826609974036,7.602,4.097963,37.910275000,128.179350000,1482.000000,3335.806423,2466.911962,-868.894461,-26.047508,0.517769,15.071188,9.759997,10.128015,7.950598,10.727449,15.071188,37.913597000,128.173680000,37.913597000,128.173680000,37.913510000,128.173230000,37.913440879,128.173377556,37.914024000,128.173680000,37.914006795,128.173571030,37.913710000,128.174060000,37.913764669,128.173967819,37.913197000,128.173660000,37.913240181,128.173732109
39,39,826609974239,7.805,4.097963,37.910255000,128.179280000,1482.000000,3257.915640,2500.796268,-757.119371,-23.239379,3.732975,11.630113,6.537982,4.385739,8.865758,7.854898,11.630113,37.914062000,128.174410000,37.914062000,128.174410000,37.914005000,128.173950000,37.913949755,128.174062397,37.914486000,128.174470000,37.914432872,128.174438266,37.914140000,128.174820000,37.914158888,128.174776175,37.913692000,128.174290000,37.913702031,128.174390146
40,40,826609974442,8.008,4.097963,37.910233000,128.179180000,1482.000000,3683.747548,2902.369743,-781.377805,-21.211492,0.124894,6.750956,5.567403,7.646656,6.056155,6.505293,7.646656,37.914696000,128.175160000,37.914696000,128.175160000,37.914670000,128.174700000,37.914644262,128.174769604,37.915100000,128.175320000,37.915076974,128.175263725,37.914696000,128.175640000,37.914729088,128.175563698,37.914290000,128.175020000,37.914310077,128.175084091
41,41,826609974645,8.211,4.097963,37.910213000,128.179110000,1481.000000,3615.318596,2751.424653,-863.893943,-23.895375,1.152365,8.325762,6.681443,7.709357,6.541296,7.314464,8.325762,37.914577000,128.174550000,37.914577000,128.174550000,37.914528000,128.174090000,37.914495023,128.174175089,37.914990000,128.174680000,37.914975955,128.174606034,37.914620000,128.175000000,37.914657348,128.174926076,37.914154000,128.174450000,37.914202007,128.174492952
42,42,826609974832,8.398,4.097963,37.910194000,128.179050000,1481.000000,3436.919143,2755.946398,-680.972745,-19.813464,1.757201,6.743548,9.558154,11.720389,7.673121,8.923803,11.720389,37.914146000,128.173870000,37.914146000,128.173870000,37.914078000,128.173450000,37.914038149,128.173507831,37.914555000,128.173980000,37.914536499,128.173873723,37.914192000,128.174330000,37.914257659,128.174225676,37.913734000,128.173810000,37.913756827,128.173892440
43,43,826609975080,8.646,4.097963,37.910175000,128.178960000,1481.000000,4333.251886,3226.374717,-1106.877169,-25.543799,2.523823,18.666210,16.402003,16.574070,7.737707,14.844997,18.666210,37.913710000,128.173140000,37.913710000,128.173140000,37.913685000,128.172620000,37.913580102,128.172785816,37.914135000,128.173190000,37.914149782,128.173004182,37.913754000,128.173630000,37.913845339,128.173480966,37.913258000,128.173200000,37.913301317,128.173268905
44,44,826609975240,8.806,4.097963,37.910160000,128.178880000,1480.000000,3558.678272,2761.227436,-797.450836,-22.408624,2.939126,7.492081,11.576256,24.803965,15.938710,14.952753,24.803965,37.913277000,128.172400000,37.913277000,128.172400000,37.913130000,128.172070000,37.913087292,128.172135931,37.913670000,128.172450000,37.913638444,128.172324404,37.913284000,128.172990000,37.913417209,128.172763602,37.912872000,128.172410000,37.912878780,128.172591280
45,45,826609975443,9.009,4.097963,37.910145000,128.178800000,1480.000000,3198.532311,2232.440339,-966.091973,-30.204227,5.744438,18.330937,11.538450,10.738453,13.432746,13.510146,18.330937,37.912735000,128.171830000,37.912735000,128.171830000,37.912613000,128.171450000,37.912519471,128.171621786,37.913197000,128.171680000,37.913093348,128.171679954,37.912870000,128.172180000,37.912934337,128.172088896,37.912357000,128.171840000,37.912388836,128.171987529
46,46,826609975631,9.197,4.097963,37.910133000,128.178730000,1480.000000,3783.839641,2987.809733,-796.029908,-21.037623,8.220596,9.838847,20.542728,21.753143,9.326858,15.365394,21.753143,37.913150000,128.171650000,37.913150000,128.171650000,37.913006000,128.171330000,37.912942916,128.171408465,37.913597000,128.171600000,37.913597436,128.171366095,37.913220000,128.172150000,37.913333878,128.171948718,37.912700000,128.171780000,37.912781885,128.171802487
47,47,826609975834,9.400,4.097963,37.910120000,128.178630000,1480.000000,3689.080965,2407.359588,-1281.721376,-34.743650,4.080126,30.388521,12.817429,11.945927,11.285052,16.609232,30.388521,37.913616000,128.172360000,37.913616000,128.172360000,37.913612000,128.171780000,37.913449484,128.172058016,37.914030000,128.172410000,37.914014064,128.172265460,37.913723000,128.172740000,37.913796779,128.172641226,37.913230000,128.172290000,37.913257831,128.172413559
48,48,826609976037,9.603,4.097963,37.910107000,128.178560000,1479.000000,4067.552535,3223.768279,-843.784257,-20.744274,0.262583,10.819164,9.912458,18.268431,14.748022,13.437019,18.268431,37.914110000,128.173030000,37.914110000,128.173030000,37.914055000,128.172590000,37.913987258,128.172678337,37.914540000,128.173110000,37.914519753,128.173000089,37.914078000,128.173580000,37.914192665,128.173431188,37.913696000,128.172960000,37.913678222,128.173126409
49,49,826609976241,9.807,4.097963,37.910100000,128.178480000,1479.000000,3754.043386,2876.393403,-877.649983,-23.378792,1.527648,15.865645,9.762800,8.151438,8.735328,10.628803,15.865645,37.914627000,128.174090000,37.914627000,128.174090000,37.914673000,128.173570000,37.914571800,128.173697206,37.915035000,128.174260000,37.915038628,128.174148931,37.914642000,128.174530000,37.914695934,128.174467221,37.914246000,128.173920000,37.914253495,128.174019010
50,50,826609976444,10.010,4.097963,37.910088000,128.178390000,1479.000000,3735.397999,3005.337859,-730.060140,-19.544374,0.255750,7.617820,6.640594,8.047516,6.367872,7.168451,8.047516,37.915047000,128.174790000,37.915047000,128.174790000,37.915066000,128.174330000,37.915019685,128.174393856,37.915462000,128.175000000,37.915447869,128.174926538,37.915010000,128.175260000,37.915060295,128.175194178,37.914665000,128.174590000,37.914666258,128.174662491
51,51,826609976632,10.198,4.097963,37.910080000,128.178310000,1478.000000,4299.122898,3325.335918,-973.786979,-22.650829,0.758935,5.676482,5.016405,5.302077,6.994036,5.747250,6.994036,37.915535000,128.175380000,37.915535000,128.175380000,37.915638000,128.174870000,37.915616881,128.174928832,37.915924000,128.175640000,37.915893626,128.175597805,37.915447000,128.175870000,37.915464957,128.175814082,37.915140000,128.175140000,37.915199068,128.175167138
52,52,826609976836,10.402,4.097963,37.910072000,128.178240000,1478.000000,4636.306397,3461.328225,-1174.978172,-25.342979,0.253415,10.885242,6.202610,7.984098,6.703613,7.943891,10.885242,37.915546000,128.174800000,37.915546000,128.174800000,37.915627000,128.174290000,37.915555810,128.174374971,37.915950000,128.175050000,37.915938626,128.174980860,37.915455000,128.175310000,37.915501029,128.175240280,37.915096000,128.174600000,37.915141217,128.174650413
53,53,826609977039,10.605,4.097963,37.910065000,128.178070000,1477.000000,4693.187790,3291.408085,-1401.779705,-29.868392,3.906698,18.713275,6.996625,9.242984,7.235868,10.547188,18.713275,37.915040000,128.174150000,37.915040000,128.174150000,37.915160000,128.173580000,37.915036914,128.173725126,37.915516000,128.174300000,37.915465806,128.174252053,37.915005000,128.174620000,37.915067344,128.174550487,37.914642000,128.173970000,37.914642631,128.174052388
54,54,826609977243,10.809,4.097963,37.910060000,128.178000000,1477.000000,4370.837283,3310.432021,-1060.405262,-24.260918,2.759956,13.352733,13.624095,17.022205,9.020830,13.254966,17.022205,37.914623000,128.173390000,37.914623000,128.173390000,37.914660000,128.172880000,37.914573124,128.172984835,37.915024000,128.173570000,37.915056192,128.173420331,37.914540000,128.173920000,37.914660358,128.173800444,37.914200000,128.173260000,37.914219376,128.173359737
55,55,826609977445,11.011,4.097963,37.910060000,128.177920000,1476.000000,3793.125098,2437.335138,-1355.789960,-35.743349,0.912115,18.720375,9.796751,22.448752,12.404488,15.842592,22.448752,37.914143000,128.172700000,37.914143000,128.172700000,37.914130000,128.172230000,37.914010631,128.172380145,37.914550000,128.172820000,37.914527660,128.172712103,37.914104000,128.173200000,37.914261606,128.173040536,37.913757000,128.172560000,37.913768233,128.172700524
56,56,826609977633,11.199,4.097963,37.910057000,128.177840000,1476.000000,4035.757530,2958.312295,-1077.445236,-26.697472,1.315999,20.272248,11.785098,13.213919,9.817664,13.772232,20.272248,37.913610000,128.172070000,37.913610000,128.172070000,37.913630000,128.171540000,37.913498181,128.171699262,37.914078000,128.172060000,37.914046067,128.171932060,37.913660000,128.172490000,37.913749312,128.172390892,37.913208000,128.172030000,37.913243727,128.172132205
57,57,826609977836,11.402,4.097963,37.910060000,128.177750000,1476.000000,4594.540922,3318.873164,-1275.667759,-27.764858,3.286023,28.869540,13.526001,20.863424,17.105371,20.091084,28.869540,37.913530000,128.171520000,37.913530000,128.171520000,37.913530000,128.170990000,37.913358834,128.171236953,37.914017000,128.171460000,37.913993659,128.171308856,37.913525000,128.172030000,37.913663252,128.171869607,37.913113000,128.171510000,37.913110984,128.171704751
58,58,826609978039,11.605,4.097963,37.910060000,128.177670000,1475.000000,4793.404991,3789.117126,-1004.287864,-20.951450,5.623625,12.239151,18.169913,24.766157,11.355408,16.632657,24.766157,37.914143000,128.172000000,37.914143000,128.172000000,37.914160000,128.171480000,37.914074892,128.171568227,37.914570000,128.172090000,37.914611796,128.171890007,37.914055000,128.172580000,37.914225363,128.172398636,37.913690000,128.171970000,37.913715519,128.172095187
59,59,826609978244,11.810,4.097963,37.910065000,128.177600000,1475.000000,4439.079821,2866.071824,-1573.007997,-35.435452,2.862330,29.268789,11.620273,15.877347,10.672266,16.859669,29.268789,37.914570000,128.172780000,37.914570000,128.172780000,37.914692000,128.172180000,37.914494489,128.172399981,37.914990000,128.172930000,37.914996850,128.172797971,37.914540000,128.173230000,37.914663542,128.173139655,37.914170000,128.172620000,37.914190619,128.172738676
60,60,826609978431,11.997,4.097963,37.910065000,128.177600000,1475.000000,4439.079821,2866.071824,-1573.007997,-35.435452,2.862330,29.268789,11.620273,15.877347,10.672266,16.859669,29.268789,37.914570000,128.172780000,37.914570000,128.172780000,37.914692000,128.172180000,37.914494489,128.172399981,37.914990000,128.172930000,37.914996850,128.172797971,37.914540000,128.173230000,37.914663542,128.173139655,37.914170000,128.172620000,37.914190619,128.172738676
