sample_index,log_frame_index,timestamp,time_s,fov_deg,uav_lat,uav_lon,uav_alt,actual_area_m2,predicted_area_m2,area_error_m2,area_error_pct,centroid_error_m,corner_error_c1_m,corner_error_c2_m,corner_error_c3_m,corner_error_c4_m,mean_corner_error_m,max_corner_error_m,actual_center_lat,actual_center_lon,predicted_center_lat,predicted_center_lon,actual_c1_lat,actual_c1_lon,predicted_c1_lat,predicted_c1_lon,actual_c2_lat,actual_c2_lon,predicted_c2_lat,predicted_c2_lon,actual_c3_lat,actual_c3_lon,predicted_c3_lat,predicted_c3_lon,actual_c4_lat,actual_c4_lon,predicted_c4_lat,predicted_c4_lon
23,24,825932818498,4.588,10.000000,38.012000000,127.245230000,982.000000,5358.302934,11236.358445,5878.055510,109.699948,0.864419,46.588596,41.860093,45.986362,41.115547,43.887650,46.588596,38.011970000,127.243740000,38.011970000,127.243740000,38.011730000,127.243164000,38.011325394,127.243299793,38.012226000,127.243170000,38.012594949,127.243262219,38.012203000,127.244290000,38.012605454,127.244171720,38.011720000,127.244286000,38.011354837,127.244215635
24,25,825932818705,4.795,10.000000,38.012062000,127.245230000,982.000000,5468.044236,11347.391599,5879.347364,107.521942,1.005767,46.824579,42.161440,46.655314,41.203938,44.211318,46.824579,38.012035000,127.243390000,38.012035000,127.243390000,38.011795000,127.242805000,38.011388678,127.242943072,38.012295000,127.242820000,38.012664629,127.242924821,38.012264000,127.243960000,38.012671249,127.243834333,38.011780000,127.243940000,38.011414202,127.243868244
25,26,825932818912,5.002,10.000000,38.012120000,127.245240000,981.000000,5705.998223,11569.965190,5863.966966,102.768468,0.902679,47.258330,42.220904,46.174686,42.437179,44.522774,47.258330,38.012108000,127.242935000,38.012108000,127.242935000,38.011870000,127.242330000,38.011459248,127.242466153,38.012380000,127.242355000,38.012746905,127.242476947,38.012340000,127.243520000,38.012743105,127.243395899,38.011850000,127.243500000,38.011476519,127.243403001
26,27,825932819103,5.193,10.000000,38.012177000,127.245240000,980.000000,5908.681669,11960.261519,6051.579850,102.418444,0.622822,48.027923,42.186271,46.539735,42.475632,44.807390,48.027923,38.012177000,127.242516000,38.012177000,127.242516000,38.011944000,127.241900000,38.011523333,127.242021619,38.012460000,127.241920000,38.012825429,127.242047411,38.012405000,127.243120000,38.012811065,127.242993734,38.011910000,127.243090000,38.011538665,127.242978607
27,28,825932819308,5.398,10.000000,38.012234000,127.245250000,980.000000,6192.059072,12349.276968,6157.217896,99.437325,0.457572,48.693171,42.659860,47.306937,42.963133,45.405776,48.693171,38.012250000,127.242080000,38.012250000,127.242080000,38.012016000,127.241430000,38.011590104,127.241556590,38.012540000,127.241470000,38.012908165,127.241604992,38.012474000,127.242700000,38.012886521,127.242570426,38.011974000,127.242670000,38.011602883,127.242535527
28,29,825932819498,5.588,10.000000,38.012290000,127.245255000,979.000000,6452.540095,12462.589639,6010.049544,93.142382,0.649173,49.494443,43.121773,49.210196,43.048780,46.218798,49.494443,38.012330000,127.241646000,38.012330000,127.241646000,38.012100000,127.240974000,38.011665357,127.241092854,38.012630000,127.241020000,38.012994708,127.241185697,38.012547000,127.242290000,38.012971713,127.242134354,38.012040000,127.242240000,38.011672806,127.242086030
29,30,825932819704,5.794,10.000000,38.012350000,127.245260000,978.000000,6802.794730,12779.784978,5976.990248,87.860806,0.965412,50.951018,42.543495,50.091420,43.206055,46.697997,50.951018,38.012413000,127.241220000,38.012413000,127.241220000,38.012190000,127.240520000,38.011742358,127.240641123,38.012733000,127.240580000,38.013086636,127.240763924,38.012627000,127.241880000,38.013058767,127.241719163,38.012110000,127.241830000,38.011747025,127.241655548
30,31,825932819910,6.000,10.000000,38.012400000,127.245270000,978.000000,7109.697770,13433.702551,6324.004781,88.948996,1.286514,51.571371,42.954440,51.368289,43.226835,47.280234,51.571371,38.012510000,127.240814000,38.012510000,127.240814000,38.012290000,127.240080000,38.011835528,127.240194074,38.012840000,127.240160000,38.013199067,127.240339335,38.012710000,127.241500000,38.013154505,127.241342745,38.012190000,127.241430000,38.011833024,127.241236029
31,32,825932820099,6.189,10.000000,38.012447000,127.245280000,977.000000,7457.070706,13996.555144,6539.484438,87.695084,2.553425,53.115469,41.775643,52.264244,43.603942,47.689824,53.115469,38.012592000,127.240490000,38.012592000,127.240490000,38.012383000,127.239730000,38.011914872,127.239847176,38.012940000,127.239830000,38.013294696,127.239985572,38.012787000,127.241210000,38.013236724,127.241038884,38.012260000,127.241120000,38.011907277,127.240903797
32,33,825932820307,6.397,10.000000,38.012505000,127.245290000,976.000000,7791.161926,14538.698901,6747.536975,86.605015,1.831386,55.359790,41.190048,53.573467,43.096366,48.304918,55.359790,38.012700000,127.240135000,38.012700000,127.240135000,38.012505000,127.239340000,38.012019793,127.239478379,38.013070000,127.239460000,38.013417344,127.239621867,38.012882000,127.240875000,38.013346057,127.240713147,38.012352000,127.240770000,38.012004882,127.240552417
33,34,825932820497,6.587,10.000000,38.012560000,127.245310000,975.000000,8046.189461,15153.395145,7107.205684,88.330081,1.441346,56.954487,40.999782,55.590554,41.683555,48.807094,56.954487,38.012800000,127.239845000,38.012800000,127.239845000,38.012615000,127.239030000,38.012115471,127.239170404,38.013184000,127.239170000,38.013529488,127.239331988,38.012966000,127.240616000,38.013447997,127.240450229,38.012436000,127.240486000,38.012096586,127.240285272
34,35,825932820704,6.794,10.000000,38.012615000,127.245320000,974.000000,8504.034002,16100.496966,7596.462964,89.327759,0.877350,60.205284,40.403091,56.852117,39.673829,49.283580,60.205284,38.012950000,127.239430000,38.012950000,127.239430000,38.012787000,127.238580000,38.012262242,127.238746117,38.013363000,127.238754000,38.013700290,127.238924128,38.013103000,127.240240000,38.013598535,127.240083153,38.012566000,127.240080000,38.012231777,127.239922938
35,36,825932820911,7.001,10.000000,38.012672000,127.245346000,973.000000,8887.590452,16749.402463,7861.812011,88.458307,2.206573,62.880490,40.346235,58.852724,37.935790,50.003810,62.880490,38.013077000,127.239140000,38.013077000,127.239140000,38.012928000,127.238250000,38.012385687,127.238450563,38.013508000,127.238460000,38.013842593,127.238636819,38.013210000,127.239975000,38.013726097,127.239829454,38.012670000,127.239790000,38.012345785,127.239656773
36,37,825932821101,7.191,10.000000,38.012730000,127.245360000,972.000000,9495.234161,17258.192540,7762.958379,81.756366,3.631057,66.429044,40.387138,60.951212,37.233742,51.250284,66.429044,38.013268000,127.238740000,38.013268000,127.238740000,38.013145000,127.237800000,38.012575393,127.238025803,38.013730000,127.238060000,38.014050569,127.238275631,38.013380000,127.239620000,38.013915111,127.239472800,38.012833000,127.239390000,38.012515494,127.239256492
37,38,825932821307,7.397,10.000000,38.012783000,127.245384000,970.000000,9886.815385,17519.860583,7633.045198,77.204286,4.263037,68.912533,40.883442,62.918860,37.579861,52.573674,68.912533,38.013447000,127.238420000,38.013447000,127.238420000,38.013348000,127.237450000,38.012755009,127.237675580,38.013935000,127.237740000,38.014240878,127.237998006,38.013535000,127.239330000,38.014089632,127.239191858,38.012990000,127.239070000,38.012676791,127.238910133
38,39,825932821498,7.588,10.000000,38.012840000,127.245415000,969.000000,10364.651768,17631.867813,7267.216045,70.115390,5.705050,71.993723,41.975597,65.062205,36.951678,53.995801,71.993723,38.013634000,127.238144000,38.013634000,127.238144000,38.013565000,127.237130000,38.012944184,127.237360040,38.014153000,127.237460000,38.014434271,127.237778760,38.013700000,127.239075000,38.014274262,127.238937002,38.013153000,127.238780000,38.012848031,127.238613636
39,40,825932821705,7.795,10.000000,38.012897000,127.245440000,967.000000,10721.683888,18146.366626,7424.682739,69.249223,4.740236,73.687544,40.905503,68.598640,35.525246,54.679233,73.687544,38.013832000,127.237910000,38.013832000,127.237910000,38.013790000,127.236860000,38.013149358,127.237071439,38.014374000,127.237236000,38.014647202,127.237547907,38.013866000,127.238860000,38.014470038,127.238705169,38.013325000,127.238530000,38.013033197,127.238366006
40,41,825932821896,7.986,10.000000,38.012955000,127.245470000,966.000000,11028.638709,18482.619046,7453.980337,67.587492,1.707359,75.495464,38.013776,71.687591,36.577245,55.443519,75.495464,38.014030000,127.237730000,38.014030000,127.237730000,38.014020000,127.236660000,38.013356940,127.236840796,38.014595000,127.237080000,38.014864523,127.237346146,38.014038000,127.238710000,38.014665153,127.238524366,38.013504000,127.238340000,38.013221835,127.238126299
41,42,825932822104,8.194,10.000000,38.013012000,127.245510000,964.000000,11238.375565,18702.112218,7463.736653,66.412949,2.503941,76.838522,34.973951,74.242694,37.714129,55.942324,76.838522,38.014194000,127.237625000,38.014194000,127.237625000,38.014210000,127.236550000,38.013529865,127.236699451,38.014780000,127.237000000,38.015045170,127.237213869,38.014180000,127.238620000,38.014826993,127.238414553,38.013650000,127.238230000,38.013381525,127.237967717
42,43,825932822310,8.400,10.000000,38.013070000,127.245544000,962.000000,11451.978386,18553.302180,7101.323794,62.009581,2.190545,79.220064,33.521535,76.879755,36.388687,56.502510,79.220064,38.014416000,127.237580000,38.014416000,127.237580000,38.014465000,127.236480000,38.013766514,127.236652905,38.015022000,127.236980000,38.015280737,127.237175540,38.014366000,127.238580000,38.015038160,127.238378665,38.013850000,127.238144000,38.013597673,127.237880234
43,44,825932822500,8.590,10.000000,38.013126000,127.245580000,960.000000,11518.589773,18603.896463,7085.306690,61.511928,1.635766,82.259976,31.733229,77.310717,34.707176,56.502775,82.259976,38.014587000,127.237620000,38.014587000,127.237620000,38.014668000,127.236520000,38.013946461,127.236722428,38.015210000,127.237045000,38.015465039,127.237206635,38.014515000,127.238625000,38.015194636,127.238443634,38.014008000,127.238160000,38.013763799,127.237913969
44,45,825932822708,8.798,10.000000,38.013184000,127.245620000,958.000000,11385.958571,18527.110344,7141.151772,62.718933,0.887354,84.663742,30.640633,77.864843,32.753585,56.480701,84.663742,38.014740000,127.237750000,38.014740000,127.237750000,38.014847000,127.236660000,38.014108449,127.236890489,38.015370000,127.237210000,38.015628856,127.237328768,38.014640000,127.238750000,38.015329504,127.238600650,38.014150000,127.238260000,38.013914554,127.238036029
45,46,825932822900,8.990,10.000000,38.013240000,127.245670000,956.000000,11098.783240,18477.074054,7378.290814,66.478376,0.990296,85.428353,29.871939,78.188338,31.345027,56.208415,85.428353,38.014862000,127.237960000,38.014862000,127.237960000,38.014990000,127.236890000,38.014242856,127.237112407,38.015495000,127.237465000,38.015758292,127.237530779,38.014740000,127.238945000,38.015435640,127.238821808,38.014270000,127.238440000,38.014037617,127.238238174
46,47,825932823105,9.195,10.000000,38.013298000,127.245720000,954.000000,10756.129816,18281.496201,7525.366385,69.963514,0.864711,85.942555,28.862824,77.866737,28.895459,55.391894,85.942555,38.014954000,127.238266000,38.014954000,127.238266000,38.015106000,127.237220000,38.014350253,127.237420227,38.015587000,127.237816000,38.015843663,127.237862636,38.014812000,127.239230000,38.015508011,127.239141574,38.014360000,127.238710000,38.014132011,127.238552493
47,48,825932823312,9.402,10.000000,38.013355000,127.245770000,952.000000,10216.362419,17526.130653,7309.768234,71.549618,1.257987,84.630176,27.000194,77.767806,27.009859,54.102009,84.630176,38.015003000,127.238660000,38.015003000,127.238660000,38.015175000,127.237650000,38.014422128,127.237784074,38.015633000,127.238240000,38.015868964,127.238311238,38.014850000,127.239586000,38.015546053,127.239510353,38.014416000,127.239050000,38.014192370,127.238930521
48,49,825932823501,9.591,10.000000,38.013412000,127.245830000,949.000000,9758.531499,17173.479051,7414.947552,75.984256,3.458598,81.217777,27.070488,79.721074,25.177294,53.296658,81.217777,38.015020000,127.239044000,38.015020000,127.239044000,38.015194000,127.238070000,38.014465051,127.238108852,38.015636000,127.238660000,38.015878442,127.238684009,38.014854000,127.239944000,38.015564903,127.239834201,38.014435000,127.239400000,38.014225959,127.239290405
49,50,825932823710,9.800,10.000000,38.013470000,127.245890000,947.000000,9084.523410,16442.319348,7357.795938,80.992647,5.116351,80.593181,26.019021,79.348639,24.328701,52.572386,80.593181,38.014990000,127.239580000,38.014990000,127.239580000,38.015180000,127.238650000,38.014456164,127.238631649,38.015600000,127.239235000,38.015833454,127.239220517,38.014820000,127.240430000,38.015528355,127.240329113,38.014420000,127.239900000,38.014215834,127.239801031
50,51,825932823899,9.989,10.000000,38.013523000,127.245950000,945.000000,8373.662990,14804.703708,6431.040718,76.800807,0.629517,80.985365,25.058112,78.208438,22.897029,51.787236,80.985365,38.014927000,127.240170000,38.014927000,127.240170000,38.015114000,127.239296000,38.014388314,127.239361246,38.015510000,127.239876000,38.015735100,127.239875302,38.014750000,127.240980000,38.015450734,127.240915774,38.014366000,127.240456000,38.014161542,127.240427493
51,52,825932824108,10.198,10.000000,38.013580000,127.246010000,942.000000,7610.100384,13754.024382,6143.923998,80.733810,0.633252,80.023202,23.840982,76.626749,22.658399,50.787333,80.023202,38.014816000,127.240820000,38.014816000,127.240820000,38.015003000,127.240000000,38.014285377,127.240053525,38.015380000,127.240555000,38.015594130,127.240549937,38.014640000,127.241580000,38.015327923,127.241549232,38.014275000,127.241070000,38.014071462,127.241067989
52,53,825932824299,10.389,10.000000,38.013638000,127.246080000,940.000000,6938.341338,12832.361981,5894.020644,84.948554,0.804997,79.071477,23.440094,74.960829,22.045820,49.879555,79.071477,38.014668000,127.241510000,38.014668000,127.241510000,38.014850000,127.240746000,38.014140686,127.240793758,38.015213000,127.241280000,38.015420868,127.241237353,38.014496000,127.242226000,38.015169384,127.242225261,38.014145000,127.241730000,38.013947186,127.241742039
53,54,825932824504,10.594,10.000000,38.013695000,127.246155000,938.000000,6257.040399,12401.113722,6144.073323,98.194561,2.138663,77.789818,25.015025,74.073609,20.948798,49.456813,77.789818,38.014470000,127.242325000,38.014470000,127.242325000,38.014650000,127.241615000,38.013951524,127.241588094,38.014988000,127.242134000,38.015194727,127.242022187,38.014300000,127.243000000,38.014965414,127.243000807,38.013966000,127.242516000,38.013780676,127.242557501
54,55,825932824711,10.801,10.000000,38.013752000,127.246230000,936.000000,5835.701864,11380.173883,5544.472019,95.009515,3.581606,78.081733,23.250382,74.985531,20.079701,49.099337,78.081733,38.014300000,127.243000000,38.014300000,127.243000000,38.014477000,127.242325000,38.013776262,127.242285759,38.014810000,127.242830000,38.014986254,127.242687765,38.014137000,127.243640000,38.014809816,127.243598594,38.013813000,127.243170000,38.013639513,127.243232683
55,56,825932824902,10.992,10.000000,38.013810000,127.246310000,934.000000,5338.890175,10347.885409,5008.995235,93.820908,3.762490,79.225840,23.995041,77.302603,19.991686,50.128793,79.225840,38.014156000,127.243630000,38.014156000,127.243630000,38.014328000,127.243000000,38.013616303,127.242998758,38.014645000,127.243480000,38.014808942,127.243302369,38.013996000,127.244240000,38.014687429,127.244158269,38.013680000,127.243790000,38.013515370,127.243881078
56,57,825932825109,11.199,10.000000,38.013866000,127.246380000,932.000000,5099.115005,9948.063988,4848.948983,95.093933,1.715977,81.609010,23.555094,79.361691,23.545458,52.017813,81.609010,38.014038000,127.244220000,38.014038000,127.244220000,38.014206000,127.243610000,38.013474315,127.243667913,38.014520000,127.244080000,38.014659586,127.243878152,38.013878000,127.244810000,38.014586940,127.244714545,38.013573000,127.244360000,38.013416042,127.244539956
57,58,825932825299,11.389,10.000000,38.013924000,127.246470000,930.000000,4892.970745,9727.489341,4834.518596,98.805385,0.832240,84.309780,26.278381,82.493406,27.527745,55.152328,84.309780,38.013958000,127.244760000,38.013958000,127.244760000,38.014120000,127.244160000,38.013370596,127.244299039,38.014427000,127.244620000,38.014553942,127.244367384,38.013798000,127.245330000,38.014532411,127.245204373,38.013496000,127.244890000,38.013360450,127.245152515
58,59,825932825506,11.596,10.000000,38.013980000,127.246550000,929.000000,4707.228947,9623.515192,4916.286244,104.441197,0.586614,87.770064,31.367234,86.089151,31.709057,59.233877,87.770064,38.013912000,127.245240000,38.013912000,127.245240000,38.014072000,127.244670000,38.013297727,127.244858937,38.014374000,127.245120000,38.014474329,127.244785791,38.013756000,127.245804000,38.014514916,127.245615224,38.013454000,127.245370000,38.013347984,127.245705571
59,60,825932825696,11.786,10.000000,38.014038000,127.246635000,928.000000,4598.174136,9554.383691,4956.209556,107.786469,0.363156,91.818172,36.318860,90.586203,36.520641,63.810969,91.818172,38.013910000,127.245674000,38.013910000,127.245674000,38.014070000,127.245110000,38.013272923,127.245379222,38.014366000,127.245550000,38.014431494,127.245144324,38.013752000,127.246230000,38.014538454,127.245964731,38.013454000,127.245800000,38.013386933,127.246207613
60,61,825932825903,11.993,10.000000,38.014100000,127.246720000,927.000000,4503.664090,9518.432800,5014.768710,111.348640,0.204636,35.833597,34.956410,35.049416,34.973327,35.203188,35.833597,38.013947000,127.246060000,38.013947000,127.246060000,38.013493000,127.246180000,38.013288821,127.245864137,38.014103000,127.245510000,38.014413924,127.245454184,38.014400000,127.245940000,38.014596963,127.246251781,38.013790000,127.246610000,38.013479140,127.246667735
61,62,825932826109,12.199,10.000000,38.014156000,127.246800000,926.000000,4563.214846,9466.897770,4903.682924,107.461145,0.730812,30.463669,29.242945,29.650828,30.416267,29.943427,30.463669,38.014023000,127.246400000,38.014023000,127.246400000,38.013573000,127.246510000,38.013354236,127.246301316,38.014183000,127.245840000,38.014431531,127.245731997,38.014480000,127.246280000,38.014685017,127.246495829,38.013870000,127.246950000,38.013613559,127.247069707
62,63,825932826299,12.389,10.000000,38.014214000,127.246890000,925.000000,4470.652110,9420.102196,4949.450085,110.709802,0.424034,31.645154,31.007814,31.143645,31.201658,31.249568,31.645154,38.014150000,127.246680000,38.014150000,127.246680000,38.013700000,127.246796000,38.013486820,127.246557306,38.014305000,127.246124000,38.014573166,127.246028374,38.014603000,127.246560000,38.014808939,127.246800355,38.013992000,127.247220000,38.013726017,127.247332208
63,64,825932826505,12.595,10.000000,38.014275000,127.246970000,925.000000,4510.134094,9399.107751,4888.973658,108.399741,0.540557,49.198614,31.808687,49.754687,32.211622,40.743403,49.754687,38.014313000,127.246910000,38.014313000,127.246910000,38.014470000,127.246350000,38.014065139,127.246125031,38.014770000,127.246790000,38.014970378,127.247048561,38.014156000,127.247450000,38.014560086,127.247692435,38.013863000,127.247025000,38.013654219,127.246770701
64,65,825932826711,12.801,10.000000,38.014330000,127.247060000,925.000000,4540.777548,9373.779130,4833.001581,106.435551,0.584827,27.725660,82.200465,28.481276,80.807319,54.803680,82.200465,38.014520000,127.247086000,38.014520000,127.247086000,38.014680000,127.246530000,38.014906419,127.246398295,38.014980000,127.246960000,38.014782411,127.247863076,38.014366000,127.247635000,38.014133932,127.247771730,38.014070000,127.247200000,38.014257805,127.246310001
65,66,825932826903,12.993,10.000000,38.014393000,127.247150000,925.000000,4594.989997,9386.345490,4791.355493,104.273470,0.583377,29.464884,84.051858,29.762923,82.430719,56.427596,84.051858,38.014710000,127.247210000,38.014710000,127.247210000,38.014866000,127.246650000,38.015116905,127.246543002,38.015170000,127.247086000,38.014948087,127.248002039,38.014553000,127.247760000,38.014301533,127.247875274,38.014256000,127.247320000,38.014472361,127.246421134
66,67,825932827110,13.200,10.000000,38.014450000,127.247230000,925.000000,4584.610211,9411.229089,4826.618879,105.278719,0.565602,31.821517,87.594102,32.561048,85.985794,59.490615,87.594102,38.014970000,127.247375000,38.014970000,127.247375000,38.015130000,127.246820000,38.015409662,127.246744871,38.015434000,127.247250000,38.015167670,127.248189809,38.014812000,127.247925000,38.014526201,127.248004019,38.014515000,127.247490000,38.014775227,127.246566894
67,68,825932827300,13.390,10.000000,38.014507000,127.247320000,925.000000,4664.288448,9420.617838,4756.329390,101.973312,0.648589,33.010321,89.649522,33.857411,87.606922,61.031044,89.649522,38.015170000,127.247536000,38.015170000,127.247536000,38.015330000,127.246980000,38.015623465,127.246925967,38.015640000,127.247410000,38.015347800,127.248362539,38.015010000,127.248090000,38.014709133,127.248146538,38.014710000,127.247650000,38.014997151,127.246719961
68,69,825932827507,13.597,10.000000,38.014565000,127.247406000,926.000000,4777.291167,9445.257972,4667.966805,97.711583,0.923560,34.172248,90.878566,35.792118,89.177977,62.505227,90.878566,38.015312000,127.247690000,38.015312000,127.247690000,38.015476000,127.247120000,38.015782649,127.247102057,38.015785000,127.247574000,38.015464565,127.248527054,38.015152000,127.248245000,38.014831574,127.248278738,38.014850000,127.247800000,38.015163962,127.246864522
69,70,825932827697,13.787,10.000000,38.014620000,127.247490000,927.000000,4755.213183,9498.377765,4743.164582,99.746623,0.699597,37.820680,39.662310,38.003154,37.996570,38.370679,39.662310,38.015446000,127.247900000,38.015446000,127.247900000,38.015923000,127.247790000,38.015952790,127.247360423,38.015280000,127.248450000,38.015544620,127.248752826,38.014980000,127.248010000,38.014927544,127.248438173,38.015610000,127.247340000,38.015349476,127.247060086
