dem_name,dem_path,total_frames,compared_frames,coverage_ratio,area_mae_m2,area_mape_pct,corner_mae_m,centroid_mae_m,max_corner_error_m
n37_e126_1arc_v3.tif,C:\Users\User\Desktop\LAH_MUMT\branNew\KU\DSS_KU\resource\n37_e126_1arc_v3.tif,179,0,0.0,nan,nan,nan,nan,nan
n37_e127_1arc_v3.tif,C:\Users\User\Desktop\LAH_MUMT\branNew\KU\DSS_KU\resource\n37_e127_1arc_v3.tif,179,0,0.0,nan,nan,nan,nan,nan
n37_e128_1arc_v3.tif,C:\Users\User\Desktop\LAH_MUMT\branNew\KU\DSS_KU\resource\n37_e128_1arc_v3.tif,179,0,0.0,nan,nan,nan,nan,nan
n38_e126_1arc_v3.tif,C:\Users\User\Desktop\LAH_MUMT\branNew\KU\DSS_KU\resource\n38_e126_1arc_v3.tif,179,0,0.0,nan,nan,nan,nan,nan
n38_e127_1arc_v3.tif,C:\Users\User\Desktop\LAH_MUMT\branNew\KU\DSS_KU\resource\n38_e127_1arc_v3.tif,179,171,0.9553072625698324,131954.11253326826,108.67742183258939,81.56282951466503,48.11880079799519,13281.856247098602
n38_e128_1arc_v3.tif,C:\Users\User\Desktop\LAH_MUMT\branNew\KU\DSS_KU\resource\n38_e128_1arc_v3.tif,179,0,0.0,nan,nan,nan,nan,nan
Hongik_48km.tif,C:\Users\User\Desktop\LAH_MUMT\branNew\KU\DSS_KU\resource\Hongik_48km.tif,179,0,0.0,nan,nan,nan,nan,nan
Inje_48km.tif,C:\Users\User\Desktop\LAH_MUMT\branNew\KU\DSS_KU\resource\Inje_48km.tif,179,0,0.0,nan,nan,nan,nan,nan
Jipo_48km.tif,C:\Users\User\Desktop\LAH_MUMT\branNew\KU\DSS_KU\resource\Jipo_48km.tif,179,171,0.9553072625698324,128496.3253392121,101.57352883879037,78.13324848647666,45.074813575107086,13210.487997935843
